NOMBRE,NOM_MUN,ENTIDAD,UP_TOTAL,UP_SOLIC_CRED,UP_OBTEN_CRED,UP_SOLIC_SEG,UP_OBTEN_SEG
26 SON,Nacozari de García,  Nacozari De García,195.0,4.0,4.0,0.0,0.0
26 SON,Navojoa,  Navojoa,2268.0,593.0,575.0,590.0,570.0
26 SON,Nogales,  Nogales,341.0,7.0,6.0,4.0,3.0
26 SON,Ónavas,  Ónavas,92.0,3.0,3.0,1.0,1.0
26 SON,Opodepe,  Opodepe,235.0,12.0,12.0,6.0,6.0
26 SON,Oquitoa,  Oquitoa,90.0,3.0,3.0,2.0,2.0
26 SON,Pitiquito,  Pitiquito,241.0,14.0,13.0,10.0,10.0
26 SON,Puerto Peñasco,  Puerto Peñasco,29.0,1.0,1.0,1.0,1.0
26 SON,Quiriego,  Quiriego,521.0,22.0,22.0,16.0,15.0
26 SON,Rayón,  Rayón,189.0,12.0,10.0,8.0,7.0
26 SON,Rosario,  Rosario,522.0,27.0,25.0,19.0,19.0
26 SON,Sahuaripa,  Sahuaripa,916.0,22.0,20.0,7.0,7.0
26 SON,San Felipe de Jesús,  San Felipe De Jesús,56.0,2.0,2.0,0.0,0.0
26 SON,San Javier,  San Javier,47.0,0.0,0.0,1.0,1.0
26 SON,San Luis Río Colorado,  San Luis Río Colorado,869.0,355.0,344.0,328.0,316.0
26 SON,San Miguel de Horcasitas,  San Miguel De Horcasitas,232.0,27.0,26.0,14.0,14.0
26 SON,San Pedro de la Cueva,  San Pedro De La Cueva,456.0,48.0,47.0,1.0,1.0
26 SON,Santa Ana,  Santa Ana,428.0,29.0,24.0,7.0,7.0
26 SON,Santa Cruz,  Santa Cruz,168.0,18.0,18.0,3.0,3.0
26 SON,Sáric,  Sáric,129.0,4.0,4.0,1.0,1.0
26 SON,Soyopa,  Soyopa,203.0,16.0,15.0,2.0,2.0
26 SON,Suaqui Grande,  Suaqui Grande,112.0,5.0,5.0,1.0,1.0
26 SON,Tepache,  Tepache,219.0,3.0,3.0,2.0,2.0
26 SON,Trincheras,  Trincheras,205.0,15.0,15.0,12.0,11.0
26 SON,Tubutama,  Tubutama,178.0,7.0,7.0,3.0,3.0
26 SON,Ures,  Ures,916.0,74.0,70.0,24.0,20.0
26 SON,Villa Hidalgo,  Villa Hidalgo,292.0,8.0,7.0,2.0,2.0
26 SON,Villa Pesqueira,  Villa Pesqueira,289.0,36.0,35.0,7.0,6.0
26 SON,Yécora,  Yécora,564.0,23.0,23.0,4.0,4.0
26 SON,General Plutarco Elías Calles,  General Plutarco Elías Calles,244.0,17.0,16.0,12.0,11.0
26 SON,Benito Juárez,  Benito Juárez,719.0,420.0,411.0,422.0,406.0
26 SON,San Ignacio Río Muerto,  San Ignacio Río Muerto,1143.0,508.0,498.0,513.0,499.0
27 TAB,, Tabasco,125011.0,3879.0,2928.0,1068.0,832.0
27 TAB,Balancán,  Balancán,8070.0,152.0,122.0,52.0,42.0
27 TAB,Cárdenas,  Cárdenas,17452.0,1603.0,1405.0,384.0,357.0
27 TAB,Centla,  Centla,5994.0,136.0,75.0,89.0,38.0
27 TAB,Centro,  Centro,9338.0,206.0,132.0,64.0,38.0
27 TAB,Comalcalco,  Comalcalco,14617.0,177.0,103.0,40.0,31.0
27 TAB,Cunduacán,  Cunduacán,10303.0,317.0,209.0,116.0,100.0
27 TAB,Emiliano Zapata,  Emiliano Zapata,1317.0,15.0,11.0,5.0,4.0
27 TAB,Huimanguillo,  Huimanguillo,18758.0,593.0,489.0,119.0,90.0
27 TAB,Jalapa,  Jalapa,3021.0,39.0,30.0,11.0,10.0
27 TAB,Jalpa de Méndez,  Jalpa De Méndez,4276.0,53.0,27.0,13.0,9.0
27 TAB,Jonuta,  Jonuta,5336.0,61.0,45.0,20.0,12.0
27 TAB,Macuspana,  Macuspana,7105.0,104.0,60.0,38.0,30.0
27 TAB,Nacajuca,  Nacajuca,3540.0,103.0,35.0,24.0,16.0
27 TAB,Paraíso,  Paraíso,2871.0,52.0,33.0,13.0,5.0
27 TAB,Tacotalpa,  Tacotalpa,5266.0,40.0,33.0,16.0,13.0
27 TAB,Teapa,  Teapa,1766.0,43.0,18.0,17.0,10.0
27 TAB,Tenosique,  Tenosique,5981.0,185.0,101.0,47.0,27.0
28 TAM,, Tamaulipas,65328.0,8481.0,7723.0,6681.0,5845.0
28 TAM,Abasolo,  Abasolo,1398.0,317.0,296.0,254.0,251.0
28 TAM,Aldama,  Aldama,2376.0,63.0,57.0,29.0,24.0
28 TAM,Altamira,  Altamira,1377.0,104.0,92.0,44.0,36.0
28 TAM,Antiguo Morelos,  Antiguo Morelos,1030.0,132.0,115.0,179.0,114.0
28 TAM,Burgos,  Burgos,699.0,5.0,3.0,2.0,2.0
28 TAM,Bustamante,  Bustamante,1352.0,10.0,8.0,1.0,1.0
28 TAM,Camargo,  Camargo,604.0,159.0,157.0,287.0,287.0
28 TAM,Casas,  Casas,942.0,28.0,21.0,11.0,9.0
28 TAM,Cruillas,  Cruillas,305.0,13.0,11.0,6.0,6.0
28 TAM,Gómez Farías,  Gómez Farías,854.0,216.0,209.0,186.0,178.0
28 TAM,González,  González,2945.0,345.0,316.0,175.0,161.0
28 TAM,Güémez,  Güémez,2072.0,58.0,49.0,38.0,33.0
28 TAM,Guerrero,  Guerrero,167.0,1.0,1.0,1.0,1.0
28 TAM,Gustavo Díaz Ordaz,  Gustavo Díaz Ordaz,471.0,308.0,308.0,366.0,366.0
28 TAM,Hidalgo,  Hidalgo,2625.0,61.0,49.0,28.0,26.0
28 TAM,Jaumave,  Jaumave,1347.0,20.0,16.0,10.0,8.0
28 TAM,Jiménez,  Jiménez,581.0,42.0,38.0,25.0,23.0
28 TAM,Llera,  Llera,1670.0,39.0,33.0,14.0,11.0
28 TAM,Mainero,  Mainero,270.0,9.0,4.0,2.0,2.0
28 TAM,El Mante,  El Mante,5492.0,1481.0,1406.0,1048.0,945.0
28 TAM,Matamoros,  Matamoros,4050.0,637.0,555.0,393.0,348.0
28 TAM,Méndez,  Méndez,1440.0,214.0,175.0,73.0,44.0
28 TAM,Mier,  Mier,127.0,1.0,1.0,1.0,1.0
28 TAM,Miguel Alemán,  Miguel Alemán,227.0,14.0,12.0,14.0,14.0
28 TAM,Miquihuana,  Miquihuana,363.0,3.0,3.0,0.0,0.0
28 TAM,Nuevo Laredo,  Nuevo Laredo,115.0,4.0,4.0,0.0,0.0
28 TAM,Nuevo Morelos,  Nuevo Morelos,655.0,126.0,96.0,184.0,106.0
28 TAM,Ocampo,  Ocampo,2081.0,390.0,365.0,1112.0,901.0
28 TAM,Padilla,  Padilla,1569.0,97.0,95.0,49.0,44.0
28 TAM,Palmillas,  Palmillas,180.0,1.0,1.0,0.0,0.0
28 TAM,Reynosa,  Reynosa,2910.0,461.0,401.0,265.0,222.0
28 TAM,Río Bravo,  Río Bravo,3613.0,863.0,723.0,562.0,447.0
28 TAM,San Carlos,  San Carlos,1223.0,10.0,7.0,2.0,2.0
28 TAM,San Fernando,  San Fernando,6842.0,840.0,769.0,239.0,214.0
28 TAM,San Nicolás,  San Nicolás,134.0,0.0,0.0,0.0,0.0
28 TAM,Soto la Marina,  Soto La Marina,1845.0,69.0,62.0,43.0,40.0
28 TAM,Tampico,  Tampico,20.0,0.0,0.0,1.0,1.0
28 TAM,Tula,  Tula,3143.0,26.0,26.0,6.0,6.0
28 TAM,Valle Hermoso,  Valle Hermoso,2321.0,492.0,455.0,317.0,302.0
28 TAM,Victoria,  Victoria,931.0,47.0,34.0,17.0,17.0
28 TAM,Villagrán,  Villagrán,825.0,15.0,15.0,11.0,6.0
28 TAM,Xicoténcatl,  Xicoténcatl,2137.0,760.0,735.0,686.0,646.0
29 TLA,, Tlaxcala,88466.0,2010.0,1667.0,488.0,384.0
29 TLA,Amaxac de Guerrero,  Amaxac De Guerrero,317.0,2.0,2.0,0.0,0.0
29 TLA,Apetatitlán de Antonio Carvajal,  Apetatitlán De Antonio Carvajal,222.0,3.0,2.0,1.0,1.0
29 TLA,Atlangatepec,  Atlangatepec,1225.0,43.0,32.0,13.0,11.0
29 TLA,Atltzayanca,  Atltzayanca,3036.0,91.0,64.0,13.0,5.0
29 TLA,Apizaco,  Apizaco,1004.0,22.0,20.0,0.0,0.0
29 TLA,Calpulalpan,  Calpulalpan,2812.0,201.0,181.0,92.0,85.0
29 TLA,El Carmen Tequexquitla,  El Carmen Tequexquitla,1676.0,23.0,18.0,5.0,3.0
29 TLA,Cuapiaxtla,  Cuapiaxtla,1808.0,87.0,76.0,10.0,6.0
29 TLA,Cuaxomulco,  Cuaxomulco,558.0,5.0,5.0,2.0,0.0
29 TLA,Chiautempan,  Chiautempan,2723.0,27.0,18.0,2.0,0.0
29 TLA,Muñoz de Domingo Arenas,  Muñoz De Domingo Arenas,565.0,35.0,32.0,13.0,11.0
29 TLA,Españita,  Españita,2408.0,46.0,38.0,3.0,2.0
29 TLA,Huamantla,  Huamantla,5994.0,220.0,179.0,66.0,59.0
29 TLA,Hueyotlipan,  Hueyotlipan,2885.0,93.0,79.0,42.0,28.0
29 TLA,Ixtacuixtla de Mariano Matamoros,  Ixtacuixtla De Mariano Matamoros,3053.0,39.0,35.0,12.0,10.0
29 TLA,Ixtenco,  Ixtenco,1477.0,22.0,21.0,5.0,5.0
29 TLA,Mazatecochco de José María Morelos,  Mazatecochco De José María Morelos,1018.0,8.0,8.0,0.0,0.0
29 TLA,Contla de Juan Cuamatzi,  Contla De Juan Cuamatzi,1681.0,7.0,7.0,0.0,0.0
29 TLA,Tepetitla de Lardizábal,  Tepetitla De Lardizábal,1952.0,26.0,20.0,3.0,3.0
29 TLA,Sanctórum de Lázaro Cárdenas,  Sanctórum De Lázaro Cárdenas,1558.0,100.0,89.0,35.0,28.0
29 TLA,Nanacamilpa de Mariano Arista,  Nanacamilpa De Mariano Arista,1338.0,70.0,59.0,20.0,15.0
29 TLA,Acuamanala de Miguel Hidalgo,  Acuamanala De Miguel Hidalgo,733.0,6.0,5.0,0.0,0.0
29 TLA,Natívitas,  Natívitas,4734.0,43.0,37.0,4.0,1.0
29 TLA,Panotla,  Panotla,3482.0,18.0,13.0,1.0,0.0
29 TLA,San Pablo del Monte,  San Pablo Del Monte,2646.0,39.0,35.0,1.0,0.0
29 TLA,Santa Cruz Tlaxcala,  Santa Cruz Tlaxcala,1046.0,12.0,8.0,0.0,0.0
29 TLA,Tenancingo,  Tenancingo,900.0,7.0,5.0,0.0,0.0
29 TLA,Teolocholco,  Teolocholco,1337.0,13.0,11.0,0.0,0.0
29 TLA,Tepeyanco,  Tepeyanco,1155.0,5.0,3.0,1.0,0.0
29 TLA,Terrenate,  Terrenate,2098.0,68.0,53.0,11.0,6.0
29 TLA,Tetla de la Solidaridad,  Tetla De La Solidaridad,2909.0,58.0,45.0,4.0,3.0
29 TLA,Tetlatlahuca,  Tetlatlahuca,2044.0,21.0,17.0,2.0,2.0
29 TLA,Tlaxcala,  Tlaxcala,568.0,6.0,3.0,0.0,0.0
29 TLA,Tlaxco,  Tlaxco,5117.0,239.0,193.0,82.0,67.0
29 TLA,Tocatlán,  Tocatlán,315.0,7.0,7.0,0.0,0.0
29 TLA,Totolac,  Totolac,244.0,1.0,1.0,0.0,0.0
29 TLA,Ziltlaltépec de Trinidad Sánchez Santos,  Ziltlaltépec De Trinidad Sánchez Santos,2363.0,52.0,44.0,6.0,3.0
29 TLA,Tzompantepec,  Tzompantepec,825.0,8.0,8.0,0.0,0.0
29 TLA,Xaloztoc,  Xaloztoc,1349.0,27.0,23.0,5.0,4.0
29 TLA,Xaltocan,  Xaltocan,2010.0,43.0,35.0,9.0,7.0
29 TLA,Papalotla de Xicohténcatl,  Papalotla De Xicohténcatl,848.0,7.0,7.0,2.0,1.0
29 TLA,Xicohtzinco,  Xicohtzinco,349.0,4.0,3.0,1.0,0.0
29 TLA,Yauhquemehcan,  Yauhquemehcan,668.0,11.0,7.0,2.0,1.0
29 TLA,Zacatelco,  Zacatelco,2325.0,21.0,16.0,0.0,0.0
29 TLA,Benito Juárez,  Benito Juárez,474.0,36.0,32.0,11.0,9.0
29 TLA,Emiliano Zapata,  Emiliano Zapata,735.0,3.0,3.0,0.0,0.0
29 TLA,Lázaro Cárdenas,  Lázaro Cárdenas,506.0,9.0,7.0,1.0,1.0
29 TLA,La Magdalena Tlaltelulco,  La Magdalena Tlaltelulco,68.0,0.0,0.0,0.0,0.0
29 TLA,San Damián Texóloc,  San Damián Texóloc,873.0,11.0,8.0,0.0,0.0
29 TLA,San Francisco Tetlanohcan,  San Francisco Tetlanohcan,977.0,8.0,8.0,0.0,0.0
29 TLA,San Jerónimo Zacualpan,  San Jerónimo Zacualpan,566.0,5.0,5.0,0.0,0.0
29 TLA,San José Teacalco,  San José Teacalco,773.0,26.0,20.0,2.0,2.0
29 TLA,San Juan Huactzinco,  San Juan Huactzinco,283.0,4.0,3.0,0.0,0.0
29 TLA,San Lorenzo Axocomanitla,  San Lorenzo Axocomanitla,575.0,5.0,5.0,0.0,0.0
29 TLA,San Lucas Tecopilco,  San Lucas Tecopilco,408.0,10.0,9.0,5.0,5.0
29 TLA,Santa Ana Nopalucan,  Santa Ana Nopalucan,766.0,1.0,0.0,1.0,0.0
29 TLA,Santa Apolonia Teacalco,  Santa Apolonia Teacalco,736.0,2.0,1.0,0.0,0.0
29 TLA,Santa Catarina Ayometla,  Santa Catarina Ayometla,746.0,2.0,2.0,0.0,0.0
29 TLA,Santa Cruz Quilehtla,  Santa Cruz Quilehtla,429.0,1.0,0.0,0.0,0.0
29 TLA,Santa Isabel Xiloxoxtla,  Santa Isabel Xiloxoxtla,176.0,1.0,0.0,0.0,0.0
30 VER,, Veracruz De Ignacio De La Llave,521503.0,32822.0,30967.0,6046.0,5109.0
30 VER,Acajete,  Acajete,558.0,7.0,6.0,0.0,0.0
30 VER,Acatlán,  Acatlán,187.0,3.0,3.0,0.0,0.0
30 VER,Acayucan,  Acayucan,4203.0,482.0,465.0,37.0,32.0
30 VER,Actopan,  Actopan,5645.0,692.0,672.0,73.0,66.0
30 VER,Acula,  Acula,793.0,84.0,80.0,6.0,5.0
30 VER,Acultzingo,  Acultzingo,2375.0,61.0,57.0,1.0,1.0
30 VER,Camarón de Tejeda,  Camarón De Tejeda,1143.0,223.0,212.0,23.0,11.0
30 VER,Alpatláhuac,  Alpatláhuac,1809.0,38.0,35.0,0.0,0.0
30 VER,Alto Lucero de Gutiérrez Barrios,  Alto Lucero De Gutiérrez Barrios,3477.0,53.0,44.0,6.0,5.0
30 VER,Altotonga,  Altotonga,6700.0,44.0,37.0,4.0,4.0
30 VER,Alvarado,  Alvarado,1230.0,23.0,17.0,9.0,7.0
30 VER,Amatitlán,  Amatitlán,997.0,109.0,104.0,11.0,10.0
30 VER,Naranjos Amatlán,  Naranjos Amatlán,494.0,12.0,11.0,4.0,4.0
30 VER,Amatlán de los Reyes,  Amatlán De Los Reyes,3143.0,293.0,281.0,36.0,27.0
30 VER,Angel R. Cabada,  Angel R. Cabada,2569.0,411.0,409.0,30.0,27.0
30 VER,La Antigua,  La Antigua,842.0,206.0,199.0,40.0,35.0
30 VER,Apazapan,  Apazapan,450.0,13.0,11.0,2.0,1.0
30 VER,Aquila,  Aquila,367.0,7.0,7.0,1.0,1.0
30 VER,Astacinga,  Astacinga,1094.0,42.0,42.0,1.0,1.0
30 VER,Atlahuilco,  Atlahuilco,1650.0,127.0,127.0,0.0,0.0
30 VER,Atoyac,  Atoyac,2510.0,197.0,187.0,6.0,5.0
30 VER,Atzacan,  Atzacan,2514.0,110.0,95.0,16.0,15.0
30 VER,Atzalan,  Atzalan,7766.0,94.0,68.0,8.0,6.0
30 VER,Tlaltetela,  Tlaltetela,3839.0,247.0,238.0,17.0,15.0
30 VER,Ayahualulco,  Ayahualulco,3791.0,105.0,94.0,0.0,0.0
30 VER,Banderilla,  Banderilla,121.0,2.0,2.0,0.0,0.0
30 VER,Benito Juárez,  Benito Juárez,2859.0,37.0,36.0,5.0,5.0
30 VER,Boca del Río,  Boca Del Río,9.0,1.0,1.0,0.0,0.0
30 VER,Calcahualco,  Calcahualco,2146.0,27.0,23.0,0.0,0.0
30 VER,Camerino Z. Mendoza,  Camerino Z. Mendoza,235.0,1.0,0.0,0.0,0.0
30 VER,Carrillo Puerto,  Carrillo Puerto,3752.0,350.0,337.0,11.0,9.0
30 VER,Catemaco,  Catemaco,2034.0,48.0,41.0,10.0,8.0
30 VER,Cazones de Herrera,  Cazones De Herrera,3142.0,230.0,222.0,3.0,3.0
30 VER,Cerro Azul,  Cerro Azul,438.0,6.0,6.0,2.0,2.0
30 VER,Citlaltépetl,  Citlaltépetl,434.0,17.0,15.0,0.0,0.0
30 VER,Coacoatzintla,  Coacoatzintla,607.0,6.0,3.0,3.0,0.0
30 VER,Coahuitlán,  Coahuitlán,891.0,42.0,42.0,0.0,0.0
30 VER,Coatepec,  Coatepec,3405.0,217.0,213.0,62.0,49.0
30 VER,Coatzacoalcos,  Coatzacoalcos,437.0,12.0,9.0,3.0,3.0
30 VER,Coatzintla,  Coatzintla,2413.0,155.0,150.0,12.0,10.0
30 VER,Coetzala,  Coetzala,420.0,28.0,26.0,0.0,0.0
30 VER,Colipa,  Colipa,777.0,28.0,25.0,5.0,5.0
30 VER,Comapa,  Comapa,3355.0,447.0,438.0,32.0,24.0
30 VER,Córdoba,  Córdoba,3560.0,143.0,126.0,15.0,11.0
30 VER,Cosamaloapan de Carpio,  Cosamaloapan De Carpio,4762.0,353.0,267.0,35.0,26.0
30 VER,Cosautlán de Carvajal,  Cosautlán De Carvajal,3217.0,214.0,205.0,3.0,3.0
30 VER,Coscomatepec,  Coscomatepec,5206.0,158.0,148.0,6.0,6.0
30 VER,Cosoleacaque,  Cosoleacaque,1869.0,44.0,34.0,5.0,3.0
30 VER,Cotaxtla,  Cotaxtla,2831.0,310.0,294.0,26.0,24.0
30 VER,Coxquihui,  Coxquihui,2003.0,34.0,32.0,1.0,1.0
30 VER,Coyutla,  Coyutla,2527.0,86.0,84.0,6.0,5.0
30 VER,Cuichapa,  Cuichapa,784.0,123.0,121.0,9.0,8.0
30 VER,Cuitláhuac,  Cuitláhuac,2033.0,305.0,296.0,18.0,15.0
30 VER,Chacaltianguis,  Chacaltianguis,2697.0,248.0,238.0,18.0,15.0
30 VER,Chalma,  Chalma,1091.0,15.0,15.0,2.0,1.0
30 VER,Chiconamel,  Chiconamel,862.0,18.0,17.0,2.0,1.0
30 VER,Chiconquiaco,  Chiconquiaco,2321.0,22.0,11.0,1.0,1.0
30 VER,Chicontepec,  Chicontepec,10387.0,271.0,261.0,7.0,6.0
30 VER,Chinameca,  Chinameca,1148.0,55.0,50.0,2.0,2.0
30 VER,Chinampa de Gorostiza,  Chinampa De Gorostiza,689.0,23.0,20.0,6.0,4.0
30 VER,Las Choapas,  Las Choapas,6640.0,156.0,126.0,51.0,38.0
30 VER,Chocamán,  Chocamán,1687.0,70.0,63.0,11.0,9.0
30 VER,Chontla,  Chontla,2167.0,68.0,62.0,18.0,16.0
30 VER,Chumatlán,  Chumatlán,569.0,7.0,7.0,0.0,0.0
30 VER,Emiliano Zapata,  Emiliano Zapata,4046.0,142.0,125.0,12.0,10.0
30 VER,Espinal,  Espinal,3984.0,268.0,264.0,13.0,11.0
30 VER,Filomeno Mata,  Filomeno Mata,641.0,45.0,42.0,3.0,3.0
30 VER,Fortín,  Fortín,1866.0,110.0,98.0,10.0,9.0
30 VER,Gutiérrez Zamora,  Gutiérrez Zamora,1784.0,66.0,60.0,7.0,4.0
30 VER,Hidalgotitlán,  Hidalgotitlán,4064.0,265.0,250.0,44.0,40.0
30 VER,Huatusco,  Huatusco,4379.0,183.0,173.0,12.0,7.0
30 VER,Huayacocotla,  Huayacocotla,2726.0,17.0,15.0,1.0,1.0
30 VER,Hueyapan de Ocampo,  Hueyapan De Ocampo,5702.0,471.0,407.0,210.0,151.0
30 VER,Huiloapan de Cuauhtémoc,  Huiloapan De Cuauhtémoc,58.0,2.0,2.0,0.0,0.0
30 VER,Ignacio de la Llave,  Ignacio De La Llave,1540.0,74.0,66.0,18.0,15.0
30 VER,Ilamatlán,  Ilamatlán,1805.0,10.0,10.0,1.0,1.0
30 VER,Isla,  Isla,3467.0,692.0,675.0,361.0,341.0
30 VER,Ixcatepec,  Ixcatepec,1242.0,39.0,38.0,1.0,1.0
30 VER,Ixhuacán de los Reyes,  Ixhuacán De Los Reyes,1560.0,28.0,23.0,2.0,2.0
30 VER,Ixhuatlán del Café,  Ixhuatlán Del Café,4596.0,285.0,274.0,4.0,3.0
30 VER,Ixhuatlancillo,  Ixhuatlancillo,751.0,27.0,27.0,1.0,1.0
30 VER,Ixhuatlán del Sureste,  Ixhuatlán Del Sureste,497.0,9.0,5.0,0.0,0.0
30 VER,Ixhuatlán de Madero,  Ixhuatlán De Madero,9651.0,195.0,185.0,12.0,11.0
30 VER,Ixmatlahuacan,  Ixmatlahuacan,1146.0,76.0,69.0,5.0,3.0
30 VER,Ixtaczoquitlán,  Ixtaczoquitlán,5447.0,422.0,409.0,26.0,24.0
30 VER,Jalacingo,  Jalacingo,3732.0,101.0,85.0,1.0,1.0
30 VER,Xalapa,  Xalapa,1272.0,85.0,79.0,41.0,41.0
30 VER,Jalcomulco,  Jalcomulco,1210.0,35.0,33.0,3.0,2.0
30 VER,Jáltipan,  Jáltipan,1885.0,198.0,185.0,28.0,27.0
30 VER,Jamapa,  Jamapa,729.0,29.0,29.0,5.0,5.0
30 VER,Jesús Carranza,  Jesús Carranza,4019.0,116.0,101.0,27.0,23.0
30 VER,Xico,  Xico,2251.0,46.0,40.0,3.0,3.0
30 VER,Jilotepec,  Jilotepec,1357.0,36.0,30.0,11.0,7.0
30 VER,Juan Rodríguez Clara,  Juan Rodríguez Clara,3998.0,265.0,251.0,37.0,35.0
30 VER,Juchique de Ferrer,  Juchique De Ferrer,2129.0,22.0,18.0,2.0,2.0
30 VER,Landero y Coss,  Landero Y Coss,171.0,2.0,1.0,0.0,0.0
30 VER,Lerdo de Tejada,  Lerdo De Tejada,400.0,30.0,29.0,15.0,9.0
30 VER,Magdalena,  Magdalena,355.0,6.0,6.0,1.0,1.0
30 VER,Maltrata,  Maltrata,1385.0,34.0,33.0,1.0,1.0
30 VER,Manlio Fabio Altamirano,  Manlio Fabio Altamirano,1964.0,94.0,86.0,15.0,13.0
30 VER,Mariano Escobedo,  Mariano Escobedo,2170.0,71.0,67.0,4.0,4.0
30 VER,Martínez de la Torre,  Martínez De La Torre,3122.0,105.0,85.0,16.0,13.0
30 VER,Mecatlán,  Mecatlán,1287.0,22.0,20.0,0.0,0.0
30 VER,Mecayapan,  Mecayapan,2254.0,83.0,81.0,9.0,5.0
30 VER,Medellín de Bravo,  Medellín De Bravo,1251.0,69.0,60.0,8.0,6.0
30 VER,Miahuatlán,  Miahuatlán,335.0,4.0,3.0,0.0,0.0
30 VER,Las Minas,  Las Minas,579.0,22.0,19.0,0.0,0.0
30 VER,Minatitlán,  Minatitlán,7353.0,210.0,191.0,36.0,34.0
30 VER,Misantla,  Misantla,5592.0,127.0,105.0,15.0,11.0
30 VER,Mixtla de Altamirano,  Mixtla De Altamirano,1840.0,88.0,76.0,2.0,2.0
30 VER,Moloacán,  Moloacán,816.0,26.0,15.0,13.0,10.0
30 VER,Naolinco,  Naolinco,2319.0,253.0,247.0,205.0,202.0
30 VER,Naranjal,  Naranjal,763.0,32.0,32.0,1.0,1.0
30 VER,Nautla,  Nautla,1480.0,53.0,36.0,16.0,5.0
30 VER,Nogales,  Nogales,1008.0,24.0,24.0,0.0,0.0
30 VER,Oluta,  Oluta,394.0,23.0,19.0,1.0,1.0
30 VER,Omealca,  Omealca,3879.0,952.0,925.0,84.0,58.0
30 VER,Orizaba,  Orizaba,30.0,1.0,1.0,0.0,0.0
30 VER,Otatitlán,  Otatitlán,510.0,22.0,16.0,3.0,1.0
30 VER,Oteapan,  Oteapan,38.0,0.0,0.0,0.0,0.0
30 VER,Ozuluama de Mascareñas,  Ozuluama De Mascareñas,4092.0,346.0,322.0,141.0,131.0
30 VER,Pajapan,  Pajapan,2300.0,109.0,104.0,5.0,5.0
30 VER,Pánuco,  Pánuco,7428.0,1499.0,1453.0,1104.0,828.0
30 VER,Papantla,  Papantla,13517.0,993.0,950.0,32.0,27.0
30 VER,Paso del Macho,  Paso Del Macho,3940.0,1109.0,1089.0,354.0,304.0
30 VER,Paso de Ovejas,  Paso De Ovejas,2340.0,412.0,399.0,33.0,31.0
30 VER,La Perla,  La Perla,3747.0,108.0,98.0,2.0,0.0
30 VER,Perote,  Perote,3277.0,141.0,129.0,10.0,7.0
30 VER,Platón Sánchez,  Platón Sánchez,1406.0,43.0,39.0,9.0,7.0
30 VER,Playa Vicente,  Playa Vicente,4858.0,298.0,256.0,70.0,53.0
30 VER,Poza Rica de Hidalgo,  Poza Rica De Hidalgo,68.0,2.0,2.0,1.0,1.0
30 VER,Las Vigas de Ramírez,  Las Vigas De Ramírez,1357.0,33.0,29.0,1.0,1.0
30 VER,Pueblo Viejo,  Pueblo Viejo,692.0,74.0,71.0,59.0,59.0
30 VER,Puente Nacional,  Puente Nacional,2711.0,351.0,345.0,33.0,27.0
30 VER,Rafael Delgado,  Rafael Delgado,819.0,52.0,50.0,1.0,1.0
30 VER,Rafael Lucio,  Rafael Lucio,183.0,1.0,1.0,0.0,0.0
30 VER,Los Reyes,  Los Reyes,970.0,22.0,22.0,0.0,0.0
30 VER,Río Blanco,  Río Blanco,23.0,1.0,0.0,0.0,0.0
30 VER,Saltabarranca,  Saltabarranca,635.0,38.0,38.0,4.0,4.0
30 VER,San Andrés Tenejapan,  San Andrés Tenejapan,153.0,5.0,5.0,0.0,0.0
30 VER,San Andrés Tuxtla,  San Andrés Tuxtla,8108.0,274.0,242.0,93.0,79.0
30 VER,San Juan Evangelista,  San Juan Evangelista,4215.0,168.0,149.0,13.0,12.0
30 VER,Santiago Tuxtla,  Santiago Tuxtla,4910.0,227.0,218.0,28.0,26.0
30 VER,Sayula de Alemán,  Sayula De Alemán,2085.0,70.0,60.0,8.0,8.0
30 VER,Soconusco,  Soconusco,663.0,42.0,34.0,1.0,1.0
30 VER,Sochiapa,  Sochiapa,455.0,11.0,11.0,1.0,1.0
30 VER,Soledad Atzompa,  Soledad Atzompa,2787.0,214.0,211.0,1.0,1.0
30 VER,Soledad de Doblado,  Soledad De Doblado,2372.0,94.0,92.0,7.0,6.0
30 VER,Soteapan,  Soteapan,5427.0,569.0,558.0,12.0,12.0
30 VER,Tamalín,  Tamalín,920.0,39.0,38.0,4.0,4.0
30 VER,Tamiahua,  Tamiahua,2517.0,58.0,50.0,16.0,16.0
30 VER,Tampico Alto,  Tampico Alto,1676.0,62.0,58.0,8.0,7.0
30 VER,Tancoco,  Tancoco,593.0,20.0,18.0,4.0,4.0
30 VER,Tantima,  Tantima,1631.0,45.0,45.0,14.0,12.0
30 VER,Tantoyuca,  Tantoyuca,11479.0,292.0,277.0,22.0,18.0
30 VER,Tatatila,  Tatatila,1045.0,4.0,3.0,0.0,0.0
30 VER,Castillo de Teayo,  Castillo De Teayo,3708.0,198.0,173.0,4.0,4.0
30 VER,Tecolutla,  Tecolutla,2844.0,135.0,126.0,8.0,7.0
30 VER,Tehuipango,  Tehuipango,3592.0,149.0,146.0,0.0,0.0
30 VER,Álamo Temapache,  Álamo Temapache,13151.0,632.0,606.0,15.0,12.0
30 VER,Tempoal,  Tempoal,3459.0,192.0,185.0,100.0,88.0
30 VER,Tenampa,  Tenampa,1375.0,17.0,16.0,0.0,0.0
30 VER,Tenochtitlán,  Tenochtitlán,905.0,7.0,7.0,2.0,2.0
30 VER,Teocelo,  Teocelo,2051.0,74.0,63.0,27.0,26.0
