NOMBRE,NOM_MUN,ENTIDAD,UP_TOTAL,UP_SOLIC_CRED,UP_OBTEN_CRED,UP_SOLIC_SEG,UP_OBTEN_SEG
00 NAL,,Estados Unidos Mexicanos,4629134.0,300373.0,284114.0,97598.0,89860.0
01 AGS,, Aguascalientes,19648.0,815.0,728.0,155.0,138.0
01 AGS,Aguascalientes,  Aguascalientes,3098.0,137.0,127.0,15.0,12.0
01 AGS,Asientos,  Asientos,3302.0,122.0,109.0,23.0,21.0
01 AGS,Calvillo,  Calvillo,2659.0,94.0,79.0,35.0,25.0
01 AGS,Cosío,  Cosío,1049.0,99.0,96.0,20.0,20.0
01 AGS,Jesús María,  Jesús María,1451.0,49.0,37.0,5.0,5.0
01 AGS,Pabellón de Arteaga,  Pabellón De Arteaga,989.0,54.0,49.0,7.0,7.0
01 AGS,Rincón de Romos,  Rincón De Romos,1709.0,110.0,101.0,26.0,24.0
01 AGS,San José de Gracia,  San José De Gracia,1060.0,19.0,18.0,6.0,6.0
01 AGS,Tepezalá,  Tepezalá,1586.0,70.0,63.0,10.0,10.0
01 AGS,El Llano,  El Llano,2199.0,34.0,28.0,3.0,3.0
01 AGS,San Francisco de los Romo,  San Francisco De Los Romo,546.0,27.0,21.0,5.0,5.0
02 BCN,, Baja California,7777.0,1837.0,1741.0,1549.0,1470.0
02 BCN,Ensenada,  Ensenada,1483.0,119.0,101.0,69.0,65.0
02 BCN,Mexicali,  Mexicali,4964.0,1624.0,1572.0,1450.0,1377.0
02 BCN,Tecate,  Tecate,270.0,18.0,15.0,3.0,3.0
02 BCN,Tijuana,  Tijuana,159.0,7.0,2.0,2.0,2.0
02 BCN,Playas de Rosarito,  Playas De Rosarito,100.0,2.0,2.0,0.0,0.0
02 BCN,San Quintín,  San Quintín,778.0,67.0,49.0,24.0,22.0
02 BCN,San Felipe,  San Felipe,23.0,0.0,0.0,1.0,1.0
03 BCS,, Baja California Sur,4606.0,328.0,283.0,148.0,138.0
03 BCS,Comondú,  Comondú,1253.0,190.0,174.0,104.0,99.0
03 BCS,Mulegé,  Mulegé,723.0,16.0,11.0,5.0,5.0
03 BCS,La Paz,  La Paz,1599.0,96.0,78.0,38.0,33.0
03 BCS,Los Cabos,  Los Cabos,934.0,22.0,18.0,1.0,1.0
03 BCS,Loreto,  Loreto,97.0,4.0,2.0,0.0,0.0
04 CAM,, Campeche,53018.0,4519.0,4183.0,1980.0,1871.0
04 CAM,Calkiní,  Calkiní,1605.0,41.0,30.0,14.0,10.0
04 CAM,Campeche,  Campeche,5709.0,716.0,677.0,300.0,275.0
04 CAM,Carmen,  Carmen,4847.0,158.0,119.0,57.0,50.0
04 CAM,Champotón,  Champotón,7368.0,314.0,260.0,185.0,172.0
04 CAM,Hecelchakán,  Hecelchakán,2883.0,546.0,526.0,164.0,158.0
04 CAM,Hopelchén,  Hopelchén,8432.0,1975.0,1915.0,984.0,958.0
04 CAM,Palizada,  Palizada,1045.0,31.0,24.0,15.0,14.0
04 CAM,Tenabo,  Tenabo,1764.0,248.0,229.0,95.0,94.0
04 CAM,Escárcega,  Escárcega,4993.0,123.0,97.0,34.0,28.0
04 CAM,Calakmul,  Calakmul,6178.0,77.0,64.0,24.0,20.0
04 CAM,Candelaria,  Candelaria,6644.0,110.0,81.0,72.0,66.0
04 CAM,Seybaplaya,  Seybaplaya,971.0,122.0,111.0,30.0,22.0
04 CAM,Dzitbalché,  Dzitbalché,579.0,58.0,50.0,6.0,4.0
05 COA,, Coahuila De Zaragoza,26189.0,2952.0,2839.0,1690.0,1621.0
05 COA,Abasolo,  Abasolo,68.0,5.0,5.0,9.0,9.0
05 COA,Acuña,  Acuña,149.0,2.0,1.0,1.0,1.0
05 COA,Allende,  Allende,76.0,1.0,1.0,2.0,2.0
05 COA,Arteaga,  Arteaga,1575.0,73.0,62.0,23.0,23.0
05 COA,Candela,  Candela,215.0,6.0,5.0,4.0,4.0
05 COA,Castaños,  Castaños,705.0,7.0,6.0,3.0,3.0
05 COA,Cuatro Ciénegas,  Cuatro Ciénegas,672.0,32.0,28.0,23.0,23.0
05 COA,Escobedo,  Escobedo,245.0,11.0,10.0,5.0,3.0
05 COA,Francisco I. Madero,  Francisco I. Madero,1463.0,421.0,414.0,108.0,105.0
05 COA,Frontera,  Frontera,268.0,9.0,7.0,6.0,6.0
05 COA,General Cepeda,  General Cepeda,1608.0,16.0,14.0,6.0,4.0
05 COA,Guerrero,  Guerrero,162.0,3.0,3.0,1.0,1.0
05 COA,Hidalgo,  Hidalgo,71.0,7.0,7.0,1.0,1.0
05 COA,Jiménez,  Jiménez,729.0,23.0,23.0,7.0,7.0
05 COA,Juárez,  Juárez,163.0,1.0,1.0,0.0,0.0
05 COA,Lamadrid,  Lamadrid,107.0,6.0,6.0,2.0,2.0
05 COA,Matamoros,  Matamoros,1882.0,437.0,422.0,194.0,180.0
05 COA,Monclova,  Monclova,168.0,6.0,5.0,3.0,3.0
05 COA,Morelos,  Morelos,115.0,3.0,2.0,0.0,0.0
05 COA,Múzquiz,  Múzquiz,591.0,7.0,6.0,3.0,2.0
05 COA,Nadadores,  Nadadores,304.0,17.0,15.0,12.0,11.0
05 COA,Nava,  Nava,147.0,6.0,6.0,3.0,3.0
05 COA,Ocampo,  Ocampo,488.0,11.0,10.0,4.0,4.0
05 COA,Parras,  Parras,2128.0,62.0,55.0,18.0,18.0
05 COA,Piedras Negras,  Piedras Negras,126.0,0.0,0.0,0.0,0.0
05 COA,Progreso,  Progreso,212.0,9.0,9.0,3.0,3.0
05 COA,Ramos Arizpe,  Ramos Arizpe,1145.0,59.0,49.0,34.0,31.0
05 COA,Sabinas,  Sabinas,246.0,3.0,3.0,3.0,1.0
05 COA,Sacramento,  Sacramento,125.0,11.0,9.0,6.0,5.0
05 COA,Saltillo,  Saltillo,3263.0,83.0,73.0,33.0,25.0
05 COA,San Buenaventura,  San Buenaventura,424.0,20.0,19.0,15.0,12.0
05 COA,San Juan de Sabinas,  San Juan De Sabinas,245.0,5.0,5.0,2.0,2.0
05 COA,San Pedro,  San Pedro,3882.0,1315.0,1294.0,1051.0,1037.0
05 COA,Sierra Mojada,  Sierra Mojada,266.0,19.0,19.0,7.0,7.0
05 COA,Torreón,  Torreón,561.0,58.0,57.0,23.0,20.0
05 COA,Viesca,  Viesca,1003.0,175.0,166.0,60.0,49.0
05 COA,Villa Unión,  Villa Unión,291.0,8.0,7.0,2.0,2.0
05 COA,Zaragoza,  Zaragoza,301.0,15.0,15.0,13.0,12.0
06 COL,, Colima,14476.0,1632.0,1497.0,816.0,763.0
06 COL,Armería,  Armería,1966.0,188.0,159.0,28.0,24.0
06 COL,Colima,  Colima,1594.0,176.0,159.0,111.0,101.0
06 COL,Comala,  Comala,1145.0,73.0,68.0,51.0,50.0
06 COL,Coquimatlán,  Coquimatlán,1510.0,139.0,133.0,44.0,42.0
06 COL,Cuauhtémoc,  Cuauhtémoc,1807.0,384.0,370.0,356.0,336.0
06 COL,Ixtlahuacán,  Ixtlahuacán,659.0,57.0,48.0,21.0,20.0
06 COL,Manzanillo,  Manzanillo,2288.0,262.0,242.0,99.0,94.0
06 COL,Minatitlán,  Minatitlán,809.0,48.0,44.0,6.0,6.0
06 COL,Tecomán,  Tecomán,2141.0,243.0,219.0,78.0,70.0
06 COL,Villa de Álvarez,  Villa De Álvarez,557.0,62.0,55.0,22.0,20.0
07 CHS,, Chiapas,492046.0,20779.0,19807.0,2496.0,2308.0
07 CHS,Acacoyagua,  Acacoyagua,2134.0,41.0,32.0,5.0,4.0
07 CHS,Acala,  Acala,2062.0,134.0,125.0,20.0,19.0
07 CHS,Acapetahua,  Acapetahua,3348.0,94.0,87.0,16.0,14.0
07 CHS,Altamirano,  Altamirano,4078.0,18.0,15.0,2.0,1.0
07 CHS,Amatán,  Amatán,3740.0,31.0,28.0,2.0,2.0
07 CHS,Amatenango de la Frontera,  Amatenango De La Frontera,2930.0,51.0,46.0,5.0,5.0
07 CHS,Amatenango del Valle,  Amatenango Del Valle,1457.0,10.0,10.0,0.0,0.0
07 CHS,Ángel Albino Corzo,  Ángel Albino Corzo,3968.0,400.0,393.0,3.0,3.0
07 CHS,Arriaga,  Arriaga,1573.0,46.0,41.0,24.0,19.0
07 CHS,Bejucal de Ocampo,  Bejucal De Ocampo,615.0,4.0,4.0,1.0,1.0
07 CHS,Bella Vista,  Bella Vista,2143.0,10.0,10.0,0.0,0.0
07 CHS,Berriozábal,  Berriozábal,2249.0,53.0,51.0,7.0,7.0
07 CHS,Bochil,  Bochil,5304.0,72.0,66.0,5.0,3.0
07 CHS,El Bosque,  El Bosque,4730.0,82.0,77.0,0.0,0.0
07 CHS,Cacahoatán,  Cacahoatán,5718.0,271.0,263.0,9.0,8.0
07 CHS,Catazajá,  Catazajá,2328.0,52.0,40.0,10.0,6.0
07 CHS,Cintalapa de Figueroa,  Cintalapa De Figueroa,7537.0,663.0,635.0,105.0,90.0
07 CHS,Coapilla,  Coapilla,1147.0,10.0,10.0,1.0,1.0
07 CHS,Comitán de Domínguez,  Comitán De Domínguez,7723.0,99.0,92.0,6.0,6.0
07 CHS,La Concordia,  La Concordia,9561.0,2068.0,2033.0,113.0,107.0
07 CHS,Copainalá,  Copainalá,3313.0,47.0,45.0,8.0,8.0
07 CHS,Chalchihuitán,  Chalchihuitán,2481.0,1.0,0.0,0.0,0.0
07 CHS,Chamula,  Chamula,12886.0,395.0,379.0,1.0,0.0
07 CHS,Chanal,  Chanal,1606.0,10.0,6.0,0.0,0.0
07 CHS,Chapultenango,  Chapultenango,1478.0,6.0,5.0,3.0,3.0
07 CHS,Chenalhó,  Chenalhó,5362.0,223.0,222.0,0.0,0.0
07 CHS,Chiapa de Corzo,  Chiapa De Corzo,7235.0,514.0,483.0,47.0,40.0
07 CHS,Chiapilla,  Chiapilla,731.0,15.0,15.0,0.0,0.0
07 CHS,Chicoasén,  Chicoasén,679.0,1.0,1.0,0.0,0.0
07 CHS,Chicomuselo,  Chicomuselo,4937.0,161.0,153.0,7.0,5.0
07 CHS,Chilón,  Chilón,19499.0,173.0,165.0,3.0,1.0
07 CHS,Escuintla,  Escuintla,3736.0,88.0,71.0,6.0,4.0
07 CHS,Francisco León,  Francisco León,1296.0,7.0,7.0,1.0,1.0
07 CHS,Frontera Comalapa,  Frontera Comalapa,5771.0,307.0,263.0,23.0,16.0
07 CHS,Frontera Hidalgo,  Frontera Hidalgo,1104.0,75.0,72.0,5.0,5.0
07 CHS,La Grandeza,  La Grandeza,781.0,5.0,5.0,0.0,0.0
07 CHS,Huehuetán,  Huehuetán,4143.0,87.0,77.0,14.0,13.0
07 CHS,Huixtán,  Huixtán,3040.0,18.0,16.0,1.0,1.0
07 CHS,Huitiupán,  Huitiupán,4583.0,21.0,19.0,3.0,3.0
07 CHS,Huixtla,  Huixtla,3453.0,231.0,221.0,73.0,71.0
07 CHS,La Independencia,  La Independencia,9086.0,89.0,82.0,0.0,0.0
07 CHS,Ixhuatán,  Ixhuatán,2636.0,22.0,21.0,1.0,1.0
07 CHS,Ixtacomitán,  Ixtacomitán,950.0,8.0,8.0,2.0,1.0
07 CHS,Ixtapa,  Ixtapa,5794.0,107.0,93.0,4.0,4.0
07 CHS,Ixtapangajoya,  Ixtapangajoya,638.0,5.0,3.0,0.0,0.0
07 CHS,Jiquipilas,  Jiquipilas,7164.0,1327.0,1274.0,229.0,220.0
07 CHS,Jitotol,  Jitotol,4145.0,47.0,41.0,2.0,1.0
07 CHS,Juárez,  Juárez,2342.0,12.0,11.0,6.0,5.0
07 CHS,Larráinzar,  Larráinzar,3884.0,10.0,9.0,0.0,0.0
07 CHS,La Libertad,  La Libertad,753.0,17.0,16.0,3.0,3.0
07 CHS,Mapastepec,  Mapastepec,4998.0,153.0,131.0,17.0,15.0
07 CHS,Las Margaritas,  Las Margaritas,16122.0,63.0,60.0,4.0,4.0
07 CHS,Mazapa de Madero,  Mazapa De Madero,851.0,7.0,7.0,1.0,1.0
07 CHS,Mazatán,  Mazatán,3482.0,157.0,109.0,26.0,22.0
07 CHS,Metapa,  Metapa,294.0,18.0,16.0,1.0,1.0
07 CHS,Mitontic,  Mitontic,1663.0,13.0,12.0,0.0,0.0
07 CHS,Motozintla,  Motozintla,5600.0,54.0,54.0,5.0,5.0
07 CHS,Nicolás Ruíz,  Nicolás Ruíz,484.0,82.0,82.0,1.0,0.0
07 CHS,Ocosingo,  Ocosingo,22504.0,116.0,92.0,11.0,6.0
07 CHS,Ocotepec,  Ocotepec,1167.0,58.0,58.0,0.0,0.0
07 CHS,Ocozocoautla de Espinosa,  Ocozocoautla De Espinosa,8094.0,769.0,741.0,104.0,100.0
07 CHS,Ostuacán,  Ostuacán,2024.0,32.0,29.0,9.0,9.0
07 CHS,Osumacinta,  Osumacinta,387.0,11.0,9.0,0.0,0.0
07 CHS,Oxchuc,  Oxchuc,5551.0,10.0,9.0,1.0,1.0
07 CHS,Palenque,  Palenque,11191.0,145.0,122.0,19.0,17.0
07 CHS,Pantelhó,  Pantelhó,2230.0,9.0,9.0,1.0,1.0
07 CHS,Pantepec,  Pantepec,2329.0,31.0,29.0,0.0,0.0
07 CHS,Pichucalco,  Pichucalco,2463.0,45.0,34.0,19.0,16.0
07 CHS,Pijijiapan,  Pijijiapan,5077.0,164.0,151.0,24.0,22.0
07 CHS,El Porvenir,  El Porvenir,1812.0,18.0,18.0,2.0,2.0
07 CHS,Villa Comaltitlán,  Villa Comaltitlán,4080.0,169.0,160.0,9.0,8.0
07 CHS,Pueblo Nuevo Solistahuacán,  Pueblo Nuevo Solistahuacán,4366.0,50.0,44.0,0.0,0.0
07 CHS,Rayón,  Rayón,1180.0,9.0,8.0,0.0,0.0
07 CHS,Reforma,  Reforma,1576.0,10.0,8.0,3.0,2.0
07 CHS,Las Rosas,  Las Rosas,2549.0,175.0,166.0,22.0,18.0
07 CHS,Sabanilla,  Sabanilla,5915.0,17.0,16.0,1.0,1.0
07 CHS,Salto de Agua,  Salto De Agua,9342.0,59.0,50.0,7.0,7.0
07 CHS,San Cristóbal de las Casas,  San Cristóbal De Las Casas,3547.0,126.0,109.0,2.0,1.0
07 CHS,San Fernando,  San Fernando,2309.0,54.0,49.0,3.0,2.0
07 CHS,Siltepec,  Siltepec,2859.0,25.0,24.0,5.0,4.0
07 CHS,Simojovel,  Simojovel,5378.0,20.0,19.0,4.0,4.0
07 CHS,Sitalá,  Sitalá,2260.0,3.0,3.0,0.0,0.0
07 CHS,Socoltenango,  Socoltenango,5699.0,1004.0,981.0,357.0,329.0
07 CHS,Solosuchiapa,  Solosuchiapa,1330.0,19.0,17.0,0.0,0.0
07 CHS,Soyaló,  Soyaló,1352.0,37.0,37.0,0.0,0.0
07 CHS,Suchiapa,  Suchiapa,1622.0,49.0,48.0,2.0,2.0
07 CHS,Suchiate,  Suchiate,2088.0,243.0,225.0,17.0,17.0
07 CHS,Sunuapa,  Sunuapa,357.0,4.0,2.0,2.0,2.0
07 CHS,Tapachula,  Tapachula,11606.0,732.0,709.0,49.0,44.0
07 CHS,Tapalapa,  Tapalapa,519.0,0.0,0.0,0.0,0.0
07 CHS,Tapilula,  Tapilula,1105.0,13.0,10.0,1.0,1.0
07 CHS,Tecpatán,  Tecpatán,2570.0,25.0,24.0,3.0,2.0
07 CHS,Tenejapa,  Tenejapa,8303.0,148.0,147.0,1.0,1.0
07 CHS,Teopisca,  Teopisca,2395.0,130.0,128.0,1.0,1.0
07 CHS,Tila,  Tila,10818.0,34.0,31.0,1.0,1.0
07 CHS,Tonalá,  Tonalá,4954.0,194.0,156.0,30.0,25.0
07 CHS,Totolapa,  Totolapa,1751.0,172.0,168.0,31.0,27.0
07 CHS,La Trinitaria,  La Trinitaria,12540.0,237.0,227.0,24.0,20.0
07 CHS,Tumbalá,  Tumbalá,7697.0,35.0,32.0,1.0,0.0
07 CHS,Tuxtla Gutiérrez,  Tuxtla Gutiérrez,675.0,17.0,16.0,1.0,1.0
07 CHS,Tuxtla Chico,  Tuxtla Chico,3472.0,115.0,105.0,3.0,1.0
07 CHS,Tuzantán,  Tuzantán,3039.0,106.0,103.0,0.0,0.0
07 CHS,Tzimol,  Tzimol,2797.0,285.0,276.0,174.0,170.0
07 CHS,Unión Juárez,  Unión Juárez,1971.0,68.0,67.0,2.0,2.0
07 CHS,Venustiano Carranza,  Venustiano Carranza,7841.0,1116.0,1088.0,388.0,381.0
07 CHS,Villa Corzo,  Villa Corzo,8952.0,1175.0,1140.0,33.0,31.0
07 CHS,Villaflores,  Villaflores,11176.0,1885.0,1849.0,65.0,60.0
07 CHS,Yajalón,  Yajalón,2957.0,23.0,22.0,1.0,1.0
07 CHS,San Lucas,  San Lucas,1379.0,52.0,50.0,6.0,6.0
07 CHS,Zinacantán,  Zinacantán,4134.0,435.0,422.0,2.0,0.0
07 CHS,San Juan Cancuc,  San Juan Cancuc,2086.0,340.0,336.0,0.0,0.0
07 CHS,Aldama,  Aldama,1169.0,12.0,1.0,0.0,0.0
07 CHS,Benemérito de las Américas,  Benemérito De Las Américas,2412.0,37.0,32.0,5.0,4.0
07 CHS,Maravilla Tenejapa,  Maravilla Tenejapa,2261.0,18.0,18.0,2.0,2.0
07 CHS,Marqués de Comillas,  Marqués De Comillas,2429.0,54.0,47.0,9.0,8.0
07 CHS,Montecristo de Guerrero,  Montecristo De Guerrero,1266.0,71.0,71.0,3.0,3.0
07 CHS,San Andrés Duraznal,  San Andrés Duraznal,646.0,2.0,2.0,0.0,0.0
07 CHS,Santiago el Pinar,  Santiago El Pinar,628.0,42.0,42.0,0.0,0.0
07 CHS,Capitán Luis Ángel Vidal,  Capitán Luis Ángel Vidal,692.0,78.0,78.0,0.0,0.0
07 CHS,Rincón Chamula San Pedro,  Rincón Chamula San Pedro,2476.0,22.0,20.0,0.0,0.0
07 CHS,El Parral,  El Parral,2307.0,683.0,664.0,191.0,183.0
07 CHS,Emiliano Zapata,  Emiliano Zapata,1883.0,91.0,84.0,6.0,5.0
07 CHS,Mezcalapa,  Mezcalapa,2413.0,40.0,37.0,8.0,7.0
07 CHS,Honduras de la Sierra,  Honduras De La Sierra,744.0,26.0,26.0,0.0,0.0
08 CHI,, Chihuahua,85628.0,5081.0,4803.0,2313.0,2233.0
08 CHI,Ahumada,  Ahumada,784.0,134.0,127.0,127.0,120.0
08 CHI,Aldama,  Aldama,1218.0,86.0,82.0,36.0,36.0
08 CHI,Allende,  Allende,1293.0,129.0,121.0,16.0,16.0
08 CHI,Aquiles Serdán,  Aquiles Serdán,39.0,2.0,1.0,1.0,1.0
08 CHI,Ascensión,  Ascensión,940.0,95.0,89.0,68.0,65.0
08 CHI,Bachíniva,  Bachíniva,716.0,54.0,51.0,18.0,16.0
08 CHI,Balleza,  Balleza,2272.0,18.0,14.0,6.0,6.0
08 CHI,Batopilas de Manuel Gómez Morín,  Batopilas De Manuel Gómez Morín,1932.0,0.0,0.0,1.0,1.0
08 CHI,Bocoyna,  Bocoyna,2482.0,3.0,3.0,0.0,0.0
08 CHI,Buenaventura,  Buenaventura,1819.0,351.0,340.0,262.0,260.0
08 CHI,Camargo,  Camargo,1446.0,77.0,66.0,29.0,28.0
08 CHI,Carichí,  Carichí,1588.0,28.0,26.0,13.0,12.0
08 CHI,Casas Grandes,  Casas Grandes,1083.0,58.0,51.0,34.0,34.0
08 CHI,Coronado,  Coronado,585.0,74.0,68.0,6.0,4.0
08 CHI,Coyame del Sotol,  Coyame Del Sotol,556.0,15.0,12.0,3.0,3.0
08 CHI,La Cruz,  La Cruz,514.0,24.0,19.0,5.0,5.0
08 CHI,Cuauhtémoc,  Cuauhtémoc,4743.0,646.0,631.0,369.0,357.0
08 CHI,Cusihuiriachi,  Cusihuiriachi,1773.0,229.0,221.0,82.0,80.0
08 CHI,Chihuahua,  Chihuahua,2405.0,112.0,99.0,53.0,48.0
08 CHI,Chínipas,  Chínipas,878.0,0.0,0.0,0.0,0.0
08 CHI,Delicias,  Delicias,674.0,74.0,68.0,21.0,21.0
08 CHI,Dr. Belisario Domínguez,  Dr. Belisario Domínguez,893.0,12.0,11.0,4.0,4.0
08 CHI,Galeana,  Galeana,516.0,46.0,40.0,24.0,22.0
08 CHI,Santa Isabel,  Santa Isabel,609.0,22.0,20.0,6.0,5.0
08 CHI,Gómez Farías,  Gómez Farías,1413.0,75.0,69.0,32.0,29.0
08 CHI,Gran Morelos,  Gran Morelos,601.0,17.0,15.0,4.0,4.0
08 CHI,Guachochi,  Guachochi,5974.0,17.0,15.0,1.0,0.0
08 CHI,Guadalupe,  Guadalupe,424.0,27.0,24.0,22.0,22.0
08 CHI,Guadalupe y Calvo,  Guadalupe Y Calvo,5988.0,6.0,6.0,2.0,1.0
08 CHI,Guazapares,  Guazapares,929.0,0.0,0.0,0.0,0.0
08 CHI,Guerrero,  Guerrero,3832.0,226.0,214.0,71.0,70.0
08 CHI,Hidalgo del Parral,  Hidalgo Del Parral,627.0,38.0,32.0,6.0,6.0
08 CHI,Huejotitán,  Huejotitán,356.0,2.0,1.0,0.0,0.0
08 CHI,Ignacio Zaragoza,  Ignacio Zaragoza,1981.0,39.0,35.0,10.0,9.0
08 CHI,Janos,  Janos,1466.0,252.0,247.0,191.0,188.0
08 CHI,Jiménez,  Jiménez,1011.0,48.0,43.0,16.0,10.0
08 CHI,Juárez,  Juárez,447.0,24.0,21.0,17.0,16.0
08 CHI,Julimes,  Julimes,609.0,96.0,92.0,24.0,22.0
08 CHI,López,  López,771.0,106.0,102.0,18.0,18.0
08 CHI,Madera,  Madera,1974.0,94.0,91.0,43.0,42.0
08 CHI,Maguarichi,  Maguarichi,131.0,0.0,0.0,0.0,0.0
08 CHI,Manuel Benavides,  Manuel Benavides,347.0,9.0,8.0,4.0,4.0
08 CHI,Matachí,  Matachí,434.0,25.0,25.0,4.0,4.0
08 CHI,Matamoros,  Matamoros,748.0,35.0,35.0,11.0,11.0
08 CHI,Meoqui,  Meoqui,1857.0,226.0,214.0,52.0,51.0
08 CHI,Morelos,  Morelos,1016.0,0.0,0.0,0.0,0.0
08 CHI,Moris,  Moris,675.0,0.0,0.0,0.0,0.0
08 CHI,Namiquipa,  Namiquipa,3121.0,464.0,452.0,222.0,217.0
08 CHI,Nonoava,  Nonoava,319.0,3.0,3.0,4.0,4.0
08 CHI,Nuevo Casas Grandes,  Nuevo Casas Grandes,538.0,79.0,74.0,61.0,60.0
08 CHI,Ocampo,  Ocampo,758.0,1.0,1.0,0.0,0.0
08 CHI,Ojinaga,  Ojinaga,818.0,106.0,104.0,66.0,65.0
08 CHI,Praxedis G. Guerrero,  Praxedis G. Guerrero,256.0,30.0,25.0,26.0,24.0
08 CHI,Riva Palacio,  Riva Palacio,2015.0,196.0,193.0,95.0,94.0
08 CHI,Rosales,  Rosales,1407.0,203.0,188.0,41.0,39.0
08 CHI,Rosario,  Rosario,592.0,7.0,5.0,1.0,1.0
08 CHI,San Francisco de Borja,  San Francisco De Borja,522.0,8.0,7.0,4.0,4.0
08 CHI,San Francisco de Conchos,  San Francisco De Conchos,476.0,41.0,28.0,11.0,8.0
08 CHI,San Francisco del Oro,  San Francisco Del Oro,377.0,13.0,11.0,5.0,4.0
08 CHI,Santa Bárbara,  Santa Bárbara,385.0,13.0,12.0,1.0,1.0
08 CHI,Satevó,  Satevó,1074.0,18.0,15.0,5.0,5.0
08 CHI,Saucillo,  Saucillo,1543.0,201.0,193.0,47.0,44.0
08 CHI,Temósachic,  Temósachic,847.0,19.0,17.0,0.0,0.0
08 CHI,El Tule,  El Tule,404.0,4.0,4.0,0.0,0.0
08 CHI,Urique,  Urique,2736.0,0.0,0.0,0.0,0.0
08 CHI,Uruachi,  Uruachi,1178.0,0.0,0.0,0.0,0.0
08 CHI,Valle de Zaragoza,  Valle De Zaragoza,893.0,24.0,22.0,12.0,12.0
09 CDM,, Ciudad De México,11410.0,208.0,129.0,24.0,10.0
09 CDM,Cuajimalpa de Morelos,  Cuajimalpa De Morelos,98.0,1.0,0.0,1.0,1.0
09 CDM,Iztapalapa,  Iztapalapa,43.0,1.0,0.0,0.0,0.0
09 CDM,La Magdalena Contreras,  La Magdalena Contreras,282.0,4.0,1.0,0.0,0.0
09 CDM,Milpa Alta,  Milpa Alta,5062.0,55.0,40.0,6.0,2.0
09 CDM,Álvaro Obregón,  Álvaro Obregón,155.0,3.0,0.0,1.0,1.0
09 CDM,Tláhuac,  Tláhuac,2051.0,26.0,14.0,5.0,1.0
09 CDM,Tlalpan,  Tlalpan,1198.0,52.0,25.0,5.0,2.0
09 CDM,Xochimilco,  Xochimilco,2521.0,66.0,49.0,6.0,3.0
10 DGO,, Durango,91425.0,8198.0,7772.0,1032.0,929.0
10 DGO,Canatlán,  Canatlán,4905.0,676.0,646.0,73.0,64.0
10 DGO,Canelas,  Canelas,338.0,3.0,3.0,1.0,1.0
10 DGO,Coneto de Comonfort,  Coneto De Comonfort,1019.0,49.0,46.0,4.0,3.0
10 DGO,Cuencamé,  Cuencamé,5500.0,462.0,432.0,50.0,47.0
10 DGO,Durango,  Durango,9002.0,653.0,606.0,130.0,119.0
10 DGO,General Simón Bolívar,  General Simón Bolívar,1860.0,149.0,141.0,10.0,10.0
10 DGO,Gómez Palacio,  Gómez Palacio,3004.0,674.0,651.0,122.0,117.0
10 DGO,Guadalupe Victoria,  Guadalupe Victoria,4062.0,530.0,505.0,70.0,64.0
10 DGO,Guanaceví,  Guanaceví,1276.0,26.0,23.0,9.0,8.0
10 DGO,Hidalgo,  Hidalgo,1112.0,94.0,81.0,25.0,23.0
10 DGO,Indé,  Indé,1112.0,107.0,98.0,6.0,5.0
10 DGO,Lerdo,  Lerdo,2140.0,245.0,214.0,36.0,34.0
10 DGO,Mapimí,  Mapimí,1543.0,312.0,308.0,63.0,56.0
10 DGO,Mezquital,  Mezquital,3704.0,65.0,62.0,1.0,1.0
10 DGO,Nazas,  Nazas,1718.0,240.0,236.0,20.0,18.0
10 DGO,Nombre de Dios,  Nombre De Dios,3177.0,339.0,323.0,32.0,29.0
10 DGO,Ocampo,  Ocampo,2076.0,123.0,113.0,18.0,14.0
10 DGO,El Oro,  El Oro,2099.0,75.0,68.0,10.0,9.0
10 DGO,Otáez,  Otáez,786.0,3.0,3.0,1.0,1.0
10 DGO,Pánuco de Coronado,  Pánuco De Coronado,2399.0,281.0,268.0,14.0,13.0
10 DGO,Peñón Blanco,  Peñón Blanco,1711.0,123.0,117.0,21.0,18.0
10 DGO,Poanas,  Poanas,4034.0,512.0,489.0,78.0,65.0
10 DGO,Pueblo Nuevo,  Pueblo Nuevo,3330.0,32.0,27.0,0.0,0.0
10 DGO,Rodeo,  Rodeo,1780.0,253.0,242.0,15.0,11.0
10 DGO,San Bernardo,  San Bernardo,1257.0,49.0,47.0,12.0,11.0
10 DGO,San Dimas,  San Dimas,2254.0,14.0,13.0,1.0,0.0
10 DGO,San Juan de Guadalupe,  San Juan De Guadalupe,1517.0,55.0,51.0,9.0,7.0
10 DGO,San Juan del Río,  San Juan Del Río,1983.0,79.0,72.0,7.0,6.0
10 DGO,San Luis del Cordero,  San Luis Del Cordero,319.0,19.0,18.0,3.0,3.0
10 DGO,San Pedro del Gallo,  San Pedro Del Gallo,361.0,38.0,37.0,5.0,4.0
10 DGO,Santa Clara,  Santa Clara,2099.0,166.0,160.0,24.0,20.0
10 DGO,Santiago Papasquiaro,  Santiago Papasquiaro,3597.0,280.0,260.0,24.0,24.0
10 DGO,Súchil,  Súchil,1372.0,114.0,109.0,3.0,3.0
10 DGO,Tamazula,  Tamazula,3049.0,12.0,9.0,0.0,0.0
10 DGO,Tepehuanes,  Tepehuanes,1040.0,19.0,15.0,6.0,3.0
10 DGO,Tlahualilo,  Tlahualilo,1742.0,399.0,389.0,73.0,72.0
