ENT_FED,CULTIVO,DESCRIPCION,UP_TOTAL,UP_AGCA,TON_AGCA_CUL,UP_SEMILLA,TON_SEMILLA_CUL,UP_CONSFAM,TON_CONSFAM_CUL,UP_CONSANIM,TON_CONSANIM_CUL,UP_VENTA,TON_VENTA_CUL
30 VER,Caña de azúcar,Caña de azúcar,72573.0,72573.0,21227445.0669,9733.0,68941.8604055,8497.0,2471.6646757,8771.0,25565.6939,70469.0,21130465.8488
30 VER,Coco,Coco,3669.0,3665.0,21730.2176,160.0,143.7966905,785.0,4462.6867767,101.0,109.0128,1091.0,17014.7219
30 VER,Espárrago,Espárrago,,,0.051,0.0,0.0,0.0,0.0,0.0,0.0,,0.051
30 VER,Fresa,Fresa,56.0,53.0,82.7705,0.0,0.0,22.0,1.3714,0.0,0.0,35.0,81.3991
30 VER,Guayaba,Guayaba,3426.0,3389.0,3734.5232,60.0,430.7547978,326.0,250.3446043,57.0,129.763,387.0,2923.6607
30 VER,Limón,Limón,51864.0,51704.0,790848.113,2216.0,64.8595564,4586.0,856.6494797,1791.0,71.5988,22742.0,789855.005
30 VER,Mango,Mango,7218.0,7186.0,26870.5063,574.0,6.1822221,2591.0,925.9081183,1066.0,204.1042,3412.0,25734.3115
30 VER,Manzana,Manzana,2785.0,2765.0,1834.2467,127.0,135.0187689,415.0,139.5454601,42.0,0.4281,499.0,1559.2545
30 VER,Naranja,Naranja,61119.0,61048.0,1864169.149,3981.0,632.0234853,9050.0,4723.3123984,5273.0,229.8899,46302.0,1858583.9226
30 VER,Nopal verdura,Nopal verdura,1691.0,1684.0,3333.0652,51.0,265.1378398,318.0,643.7692218,27.0,45.431,390.0,2378.7268
30 VER,Nuez,Nuez,635.0,617.0,572.0503,46.0,3.2221033,112.0,25.4842547,20.0,0.115,174.0,543.2288
30 VER,Papaya,Papaya,2567.0,2555.0,72487.546,177.0,204.450604,772.0,2507.3713425,95.0,417.1218,1187.0,69358.6029
30 VER,Pasto cultivado,Pasto cultivado,36336.0,36336.0,6159993.632,293.0,473.3872734,122.0,290.9898681,22688.0,2569142.8971,9990.0,3590086.3576
30 VER,Piña,Piña,6996.0,6988.0,866071.8797,1134.0,22165.3334805,3083.0,32448.1196819,736.0,481.24,3997.0,810977.1872
30 VER,Plátano,Plátano,28733.0,28722.0,443419.4694,722.0,7466.8455708,10216.0,29696.1638934,1053.0,4944.6432,18623.0,401311.8145
30 VER,Uva,Uva,16.0,15.0,0.158,0.0,0.0,1.0,0.008,0.0,0.0,1.0,0.15
31 YUC,,Yucatán,11223.0,5793.0,,2406.0,,3605.0,,1155.0,,2575.0,
31 YUC,Anuales,Anuales,,,,,,,,,,,
31 YUC,Algodón,Algodón,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31 YUC,Amaranto,Amaranto,4.0,4.0,0.3782,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3782
31 YUC,Calabaza/calabacita,Calabaza/calabacita,19558.0,19551.0,24578.946,14094.0,2094.6958313,15207.0,9040.3254847,1711.0,2114.1433,5419.0,11329.7817
31 YUC,Cebolla,Cebolla,128.0,89.0,152.1546,8.0,0.2806,26.0,1.2519381,0.0,0.0,77.0,150.6221
31 YUC,Chile,Chile,1123.0,1085.0,3290.4684,414.0,207.3977227,609.0,104.7833034,17.0,0.3679,613.0,2977.9197
31 YUC,Frijol,Frijol,13130.0,13130.0,2799.2687,9160.0,136.4235158,10256.0,1239.8883012,125.0,27.0056,2701.0,1395.9508
31 YUC,Jitomate (Tomate rojo),Jitomate (Tomate rojo),280.0,265.0,2864.3334,65.0,231.0524607,150.0,72.7399859,14.0,12.0723,172.0,2548.4687
31 YUC,Maíz forrajero,Maíz forrajero,763.0,763.0,16751.7072,521.0,32.5416973,138.0,69.4641,549.0,12469.1787,206.0,4180.5228
31 YUC,Maíz grano amarillo,Maíz grano amarillo,7798.0,7798.0,46672.8855,6281.0,214.7161949,6913.0,3835.5637249,2479.0,1106.5646,544.0,41516.0407
31 YUC,Maíz grano blanco,Maíz grano blanco,21578.0,21578.0,47522.5312,17032.0,712.3158582,19546.0,12859.3446636,6936.0,3343.8014,2418.0,30607.0697
31 YUC,Melón,Melón,429.0,428.0,1907.1236,184.0,34.188472,299.0,574.6981279,13.0,6.2507,124.0,1291.9864
31 YUC,Papa,Papa,,,0.1,0.0,0.0,,0.1,0.0,0.0,0.0,0.0
31 YUC,Sandía,Sandía,1816.0,1815.0,15652.9944,783.0,195.4217574,1335.0,2417.6858194,108.0,29.2764,722.0,13010.6106
31 YUC,Sorgo forrajero,Sorgo forrajero,13.0,13.0,2085.2,0.0,0.0,0.0,0.0,9.0,2064.7,2.0,20.5
31 YUC,Sorgo grano,Sorgo grano,58.0,58.0,2469.5292,29.0,1.8575357,27.0,0.3315369,33.0,131.9034,54.0,2335.4368
31 YUC,Soya,Soya,401.0,401.0,15777.4065,84.0,19.144935,80.0,1.6493,81.0,6.5059,393.0,15750.1064
31 YUC,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),34.0,34.0,41.9811,11.0,0.1654379,12.0,0.1412163,0.0,0.0,20.0,41.6745
31 YUC,Trigo grano,Trigo grano,,,8.8525,,0.0858,,0.0072,,0.0398,,8.7197
31 YUC,Perennes,Perennes,,,,,,,,,,,
31 YUC,Agave,Agave,18.0,18.0,0.015,0.0,0.0,1.0,0.015,0.0,0.0,0.0,0.0
31 YUC,Aguacate,Aguacate,7093.0,7067.0,60821.2197,243.0,95.8146455,1546.0,1039.5790382,429.0,111.2129,2310.0,59574.6134
31 YUC,Alfalfa,Alfalfa,,,187.68,0.0,0.0,0.0,0.0,,4.0,,183.68
31 YUC,Cacao,Cacao,17.0,17.0,0.4976,2.0,0.0008,2.0,0.0151,2.0,0.0004,2.0,0.4813
31 YUC,Café,Café,87.0,79.0,9.982,0.0,0.0,23.0,5.257,0.0,0.0,7.0,4.725
31 YUC,Caña de azúcar,Caña de azúcar,98.0,98.0,1857.8859,7.0,11.4890158,22.0,10.3128685,12.0,265.502,17.0,1570.582
31 YUC,Coco,Coco,1501.0,1501.0,4526.8315,101.0,82.9361185,473.0,442.6951514,74.0,1.4459,375.0,3999.7543
31 YUC,Guayaba,Guayaba,2810.0,2799.0,761.5398,108.0,161.1406648,267.0,131.0341331,44.0,53.1609,132.0,416.2041
31 YUC,Limón,Limón,11579.0,11557.0,193762.4237,1030.0,3.7750675,3127.0,433.2393477,915.0,12.7286,6805.0,193312.6801
31 YUC,Mango,Mango,5137.0,5110.0,6092.9046,120.0,16.7846425,830.0,396.1710408,123.0,499.6379,580.0,5180.3108
31 YUC,Naranja,Naranja,11299.0,11265.0,82885.9423,1017.0,9.3953239,3765.0,1281.7469014,1061.0,122.2269,6619.0,81472.5731
31 YUC,Nopal verdura,Nopal verdura,88.0,88.0,6.898,1.0,0.001,15.0,1.5638,0.0,0.0,8.0,5.3332
31 YUC,Nuez,Nuez,20.0,20.0,1.295,0.0,0.0,5.0,1.125,0.0,0.0,2.0,0.17
31 YUC,Papaya,Papaya,941.0,934.0,33599.7286,129.0,31.852278,262.0,266.9940147,41.0,114.1022,357.0,33186.7799
31 YUC,Pasto cultivado,Pasto cultivado,6726.0,6726.0,946109.2172,103.0,20.4984131,2.0,0.0008,3384.0,491240.9702,1281.0,454847.7478
31 YUC,Piña,Piña,2590.0,2589.0,1680.3023,21.0,2.1206956,244.0,255.9147223,10.0,37.2019,111.0,1385.0651
31 YUC,Plátano,Plátano,3673.0,3673.0,27393.6319,54.0,59.9604193,1177.0,710.7382446,75.0,49.7278,871.0,26573.205
31 YUC,Uva,Uva,4.0,4.0,0.05,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0
32 ZAC,,Zacatecas,18578.0,12890.0,,8740.0,,8855.0,,9943.0,,8946.0,
32 ZAC,Anuales,Anuales,,,,,,,,,,,
32 ZAC,Amaranto,Amaranto,,,3.0,,0.001,,0.05,,2.949,0.0,0.0
32 ZAC,Avena forrajera,Avena forrajera,7958.0,7958.0,634024.9242,598.0,639.6841546,80.0,59.5197,6328.0,500321.7527,1211.0,133003.9676
32 ZAC,Brócoli,Brócoli,66.0,64.0,16040.5472,21.0,0.8244693,20.0,1.3073846,21.0,357.9692,62.0,15680.4461
32 ZAC,Calabaza/calabacita,Calabaza/calabacita,1323.0,1320.0,5665.5787,797.0,147.5028399,716.0,968.2468919,269.0,177.9363,884.0,4371.8927
32 ZAC,Cebada grano,Cebada grano,1140.0,1140.0,24423.0319,584.0,538.4043,353.0,25.2285,547.0,1966.3107,879.0,21893.0884
32 ZAC,Cebolla,Cebolla,522.0,520.0,113132.1603,215.0,100.6490716,258.0,37.9763729,201.0,127.3204,506.0,112866.2144
32 ZAC,Chile,Chile,4269.0,4236.0,186075.6202,2857.0,519.9629884,2989.0,337.2822074,4.0,1.511,4073.0,185216.864
32 ZAC,Frijol,Frijol,74960.0,74960.0,359506.6006,64170.0,25121.4978531,63043.0,15682.2264528,32344.0,2472.9568,60348.0,316229.9214
32 ZAC,Jitomate (Tomate rojo),Jitomate (Tomate rojo),314.0,258.0,116869.9933,87.0,0.3549221,140.0,27.344934,62.0,56.3168,252.0,116785.9766
32 ZAC,Maíz forrajero,Maíz forrajero,11890.0,11890.0,1565859.79,2033.0,750.2667072,3614.0,1305.4204635,10092.0,925329.998,4317.0,638474.105
32 ZAC,Maíz grano amarillo,Maíz grano amarillo,2303.0,2303.0,120223.7688,745.0,186.5745671,800.0,687.6159822,1193.0,23211.573,1234.0,96138.0053
32 ZAC,Maíz grano blanco,Maíz grano blanco,46074.0,46074.0,460303.1006,29775.0,4129.0166792,29390.0,19580.7338847,32159.0,157486.4972,23077.0,279106.8517
32 ZAC,Papa,Papa,33.0,33.0,31201.3111,31.0,585.18,33.0,58.78,0.0,0.0,32.0,30557.3511
32 ZAC,Sandía,Sandía,7.0,7.0,238.3071,1.0,0.0045,2.0,0.143,1.0,0.0208,7.0,238.1388
32 ZAC,Sorgo forrajero,Sorgo forrajero,915.0,915.0,56431.9022,78.0,18.2596462,9.0,16.2023,735.0,51042.4438,76.0,5354.9965
32 ZAC,Sorgo grano,Sorgo grano,526.0,526.0,7081.1066,117.0,8.1916568,63.0,2.8017831,439.0,3192.3301,129.0,3877.7831
32 ZAC,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),421.0,418.0,73909.5468,112.0,3.1026224,114.0,4.269665,0.0,0.0,405.0,73902.1745
32 ZAC,Trigo grano,Trigo grano,1258.0,1258.0,18976.4489,680.0,849.5599063,404.0,107.0802133,437.0,611.027,972.0,17408.7818
32 ZAC,Perennes,Perennes,,,,,,,,,,,
32 ZAC,Agave,Agave,530.0,529.0,17229.1655,0.0,0.0,2.0,2.9349,1.0,3.0,70.0,17223.2306
32 ZAC,Aguacate,Aguacate,53.0,53.0,332.7942,5.0,0.007,19.0,1.3814507,5.0,0.0345,28.0,331.3712
32 ZAC,Alfalfa,Alfalfa,4907.0,4907.0,1612846.4039,107.0,18.640626,1694.0,58.1855316,3751.0,239924.123,3440.0,1372845.4547
32 ZAC,Caña de azúcar,Caña de azúcar,13.0,13.0,1020.1373,5.0,9.2884455,3.0,1.3060629,4.0,93.8177,10.0,915.7252
32 ZAC,Espárrago,Espárrago,,,85.04,0.0,0.0,0.0,0.0,0.0,0.0,,85.04
32 ZAC,Fresa,Fresa,21.0,19.0,496.7939,3.0,0.507,6.0,0.9568,0.0,0.0,16.0,495.3301
32 ZAC,Guayaba,Guayaba,339.0,338.0,17050.4159,6.0,0.0035,120.0,11.050095,109.0,92.693,280.0,16946.6693
32 ZAC,Limón,Limón,181.0,181.0,7182.2571,16.0,0.0932,33.0,5.58845,15.0,0.0149,86.0,7176.5605
32 ZAC,Mango,Mango,10.0,10.0,17.715,0.0,0.0,6.0,4.65,0.0,0.0,4.0,13.065
32 ZAC,Manzana,Manzana,183.0,183.0,958.5986,1.0,0.005,98.0,17.474,0.0,0.0,114.0,941.1196
32 ZAC,Naranja,Naranja,10.0,10.0,5.2464,0.0,0.0,4.0,0.4239,0.0,0.0,4.0,4.8225
32 ZAC,Nopal verdura,Nopal verdura,160.0,157.0,22576.2457,66.0,30.3375,75.0,10.5469,92.0,785.2676,133.0,21750.0937
32 ZAC,Nuez,Nuez,23.0,23.0,74.557,4.0,0.6029,11.0,0.8470248,4.0,0.5148,12.0,72.5923
32 ZAC,Papaya,Papaya,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32 ZAC,Pasto cultivado,Pasto cultivado,668.0,668.0,60704.2395,23.0,7.308,0.0,0.0,567.0,10279.4747,222.0,50417.4568
32 ZAC,Plátano,Plátano,4.0,4.0,3.7,0.0,0.0,2.0,2.2,0.0,0.0,2.0,1.5
32 ZAC,Uva,Uva,1687.0,1647.0,63626.0951,538.0,36.5048434,624.0,32.2607742,529.0,16.3416,1573.0,63540.9877
