ENT_FED,NOM_MUN,CULTIVO,DESCRIPCION,UP_TOTAL,UP_AGCA_PER,SUPSEM_AGCA_PER,SUPCOS_AGCA_PER,TON_AGCA,UP_AGCA_PER_T,SUPSEM_AGCA_PER_T,SUPCOS_AGCA_PER_T,TON_AGCA_T,UP_AGCA_PER_R,SUPSEM_AGCA_PER_R,SUPCOS_AGCA_PER_R,TON_AGCA_R
02 BCN,001 Ensenada,,Ensenada,1483.0,682.0,8143.0249,6611.9022,,78.0,1440.6876,268.4374,,559.0,6702.3373,6343.4648,
02 BCN,001 Ensenada,Perennes,Perennes,,,,,,,,,,,,,
02 BCN,001 Ensenada,Aguacate,Aguacate,,,9.1592,1.3692,17.2328,,3.03,0.0,0.0,,6.1292,1.3692,17.2328
02 BCN,001 Ensenada,Alfalfa,Alfalfa,39.0,39.0,276.878,264.778,20072.5972,4.0,38.838,38.538,1992.0292,35.0,238.04,226.24,18080.568
02 BCN,001 Ensenada,Espárrago,Espárrago,21.0,21.0,551.542,551.542,6676.3131,0.0,0.0,0.0,0.0,21.0,551.542,551.542,6676.3131
02 BCN,001 Ensenada,Fresa,Fresa,19.0,17.0,442.805,425.805,13913.8372,0.0,0.0,0.0,0.0,17.0,442.805,425.805,13913.8372
02 BCN,001 Ensenada,Guayaba,Guayaba,,,0.86,0.86,1.009,,0.5,0.5,0.2,,0.36,0.36,0.809
02 BCN,001 Ensenada,Limón,Limón,26.0,26.0,38.4592,32.83,121.928,3.0,1.75,0.5,0.2,23.0,36.7092,32.33,121.728
02 BCN,001 Ensenada,Manzana,Manzana,,,30.6066,30.6016,171.3485,,15.0,15.0,10.0,,15.6066,15.6016,161.3485
02 BCN,001 Ensenada,Naranja,Naranja,36.0,36.0,45.7049,36.888,303.2813,4.0,8.0,1.0,2.0,32.0,37.7049,35.888,301.2813
02 BCN,001 Ensenada,Nopal verdura,Nopal verdura,52.0,52.0,111.1783,90.6783,2469.0231,4.0,3.75,2.25,0.39,48.0,107.4283,88.4283,2468.6331
02 BCN,001 Ensenada,Nuez,Nuez,,,0.5,0.5,0.525,,0.0,0.0,0.0,,0.5,0.5,0.525
02 BCN,001 Ensenada,Pasto cultivado,Pasto cultivado,18.0,18.0,40.2833,39.0838,673.9742,0.0,0.0,0.0,0.0,18.0,40.2833,39.0838,673.9742
02 BCN,001 Ensenada,Uva,Uva,347.0,346.0,4048.5766,3913.0217,23798.4433,31.0,173.1,164.65,315.2,319.0,3875.4766,3748.3717,23483.2433
02 BCN,002 Mexicali,,Mexicali,4964.0,2164.0,50876.6643,49604.7479,,0.0,0.0,0.0,,2140.0,50876.6643,49604.7479,
02 BCN,002 Mexicali,Perennes,Perennes,,,,,,,,,,,,,
02 BCN,002 Mexicali,Alfalfa,Alfalfa,1665.0,1665.0,40828.3933,40703.5066,3382608.5116,0.0,0.0,0.0,0.0,1665.0,40828.3933,40703.5066,3382608.5116
02 BCN,002 Mexicali,Espárrago,Espárrago,31.0,31.0,1612.5067,1571.0095,20007.2337,0.0,0.0,0.0,0.0,31.0,1612.5067,1571.0095,20007.2337
02 BCN,002 Mexicali,Guayaba,Guayaba,,,0.1,0.1,1.506,,0.0,0.0,0.0,,0.1,0.1,1.506
02 BCN,002 Mexicali,Limón,Limón,42.0,40.0,178.6456,124.8104,1636.991,0.0,0.0,0.0,0.0,40.0,178.6456,124.8104,1636.991
02 BCN,002 Mexicali,Naranja,Naranja,43.0,42.0,179.5306,156.6806,2021.6482,0.0,0.0,0.0,0.0,42.0,179.5306,156.6806,2021.6482
02 BCN,002 Mexicali,Nopal verdura,Nopal verdura,,,3.7,3.7,58.8807,,0.0,0.0,0.0,,3.7,3.7,58.8807
02 BCN,002 Mexicali,Nuez,Nuez,,,2.0,2.0,2.9,,0.0,0.0,0.0,,2.0,2.0,2.9
02 BCN,002 Mexicali,Pasto cultivado,Pasto cultivado,321.0,321.0,5673.3695,4936.2995,97223.7774,0.0,0.0,0.0,0.0,321.0,5673.3695,4936.2995,97223.7774
02 BCN,002 Mexicali,Uva,Uva,9.0,9.0,53.68,53.68,307.5444,0.0,0.0,0.0,0.0,9.0,53.68,53.68,307.5444
02 BCN,003 Tecate,,Tecate,270.0,45.0,325.2588,297.2513,,4.0,23.5,22.5,,41.0,301.7588,274.7513,
02 BCN,003 Tecate,Perennes,Perennes,,,,,,,,,,,,,
02 BCN,003 Tecate,Aguacate,Aguacate,,,0.002,0.0,0.0,,0.0,0.0,0.0,,0.002,0.0,0.0
02 BCN,003 Tecate,Alfalfa,Alfalfa,,,3.5,1.0,86.95,,1.0,0.0,0.0,,2.5,1.0,86.95
02 BCN,003 Tecate,Caña de azúcar,Caña de azúcar,,,0.0002,0.0,0.0,,0.0,0.0,0.0,,0.0002,0.0,0.0
02 BCN,003 Tecate,Guayaba,Guayaba,,,0.335,0.33,0.07,,0.0,0.0,0.0,,0.335,0.33,0.07
02 BCN,003 Tecate,Limón,Limón,6.0,6.0,4.1324,3.63,27.25,0.0,0.0,0.0,0.0,6.0,4.1324,3.63,27.25
02 BCN,003 Tecate,Manzana,Manzana,,,0.8,0.8,0.5,,0.0,0.0,0.0,,0.8,0.8,0.5
02 BCN,003 Tecate,Naranja,Naranja,,,1.755,1.755,2.856,,0.0,0.0,0.0,,1.755,1.755,2.856
02 BCN,003 Tecate,Nopal verdura,Nopal verdura,3.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0
02 BCN,003 Tecate,Nuez,Nuez,,,3.502,3.502,0.1145,,0.0,0.0,0.0,,3.502,3.502,0.1145
02 BCN,003 Tecate,Pasto cultivado,Pasto cultivado,,,11.29,5.29,90.5292,,0.0,0.0,0.0,,11.29,5.29,90.5292
02 BCN,003 Tecate,Uva,Uva,17.0,17.0,117.0,113.0,556.5644,3.0,22.5,22.5,59.6,14.0,94.5,90.5,496.9644
02 BCN,004 Tijuana,,Tijuana,159.0,20.0,75.1,70.4415,,6.0,57.33,57.3036,,14.0,17.77,13.1379,
02 BCN,004 Tijuana,Perennes,Perennes,,,,,,,,,,,,,
02 BCN,004 Tijuana,Manzana,Manzana,,,0.02,0.0,0.0,,0.02,0.0,0.0,,0.0,0.0,0.0
02 BCN,004 Tijuana,Nopal verdura,Nopal verdura,,,0.7,0.7,0.2205,,0.4,0.4,0.0205,,0.3,0.3,0.2
02 BCN,004 Tijuana,Pasto cultivado,Pasto cultivado,,,2.41,0.9036,43.3663,,0.41,0.4036,8.6451,,2.0,0.5,34.7212
02 BCN,004 Tijuana,Uva,Uva,,,62.23,60.21,31.8318,,55.0,55.0,10.0,,7.23,5.21,21.8318
02 BCN,005 Playas de Rosarito,,Playas de Rosarito,100.0,21.0,195.0042,101.75,,6.0,59.0,10.0,,15.0,136.0042,91.75,
02 BCN,005 Playas de Rosarito,Perennes,Perennes,,,,,,,,,,,,,
02 BCN,005 Playas de Rosarito,Aguacate,Aguacate,,,0.5,0.0,0.0,,0.0,0.0,0.0,,0.5,0.0,0.0
02 BCN,005 Playas de Rosarito,Alfalfa,Alfalfa,,,0.5,0.5,0.9,,0.0,0.0,0.0,,0.5,0.5,0.9
02 BCN,005 Playas de Rosarito,Limón,Limón,7.0,7.0,55.5006,0.0,0.0,3.0,35.0,0.0,0.0,4.0,20.5006,0.0,0.0
02 BCN,005 Playas de Rosarito,Manzana,Manzana,,,0.0012,0.0,0.0,,0.0,0.0,0.0,,0.0012,0.0,0.0
02 BCN,005 Playas de Rosarito,Naranja,Naranja,,,29.0,0.0,0.0,,14.0,0.0,0.0,,15.0,0.0,0.0
02 BCN,005 Playas de Rosarito,Nopal verdura,Nopal verdura,,,3.75,3.5,3.925,,0.0,0.0,0.0,,3.75,3.5,3.925
02 BCN,005 Playas de Rosarito,Pasto cultivado,Pasto cultivado,,,20.0,20.0,50.0,,0.0,0.0,0.0,,20.0,20.0,50.0
02 BCN,005 Playas de Rosarito,Uva,Uva,,,3.0,3.0,6.0,,0.0,0.0,0.0,,3.0,3.0,6.0
02 BCN,006 San Quintín,,San Quintín,778.0,173.0,3299.558,2231.0379,,7.0,993.525,2.0,,165.0,2306.033,2229.0379,
02 BCN,006 San Quintín,Perennes,Perennes,,,,,,,,,,,,,
02 BCN,006 San Quintín,Aguacate,Aguacate,,,1.0,1.0,8.0,,0.0,0.0,0.0,,1.0,1.0,8.0
02 BCN,006 San Quintín,Alfalfa,Alfalfa,13.0,13.0,36.525,34.525,2318.675,1.0,2.0,2.0,4.0,12.0,34.525,32.525,2314.675
02 BCN,006 San Quintín,Fresa,Fresa,93.0,82.0,1943.0787,1929.2979,69435.4582,0.0,0.0,0.0,0.0,82.0,1943.0787,1929.2979,69435.4582
02 BCN,006 San Quintín,Guayaba,Guayaba,4.0,4.0,1.755,0.255,0.1553,0.0,0.0,0.0,0.0,4.0,1.755,0.255,0.1553
02 BCN,006 San Quintín,Limón,Limón,4.0,4.0,2.015,1.0,13.05,0.0,0.0,0.0,0.0,4.0,2.015,1.0,13.05
02 BCN,006 San Quintín,Mango,Mango,,,0.015,0.01,0.1193,,0.0,0.0,0.0,,0.015,0.01,0.1193
02 BCN,006 San Quintín,Manzana,Manzana,,,0.005,0.005,0.003,,0.0,0.0,0.0,,0.005,0.005,0.003
02 BCN,006 San Quintín,Naranja,Naranja,4.0,4.0,0.725,0.5,0.05,0.0,0.0,0.0,0.0,4.0,0.725,0.5,0.05
02 BCN,006 San Quintín,Nopal verdura,Nopal verdura,20.0,20.0,93.1777,86.2762,2713.7198,0.0,0.0,0.0,0.0,20.0,93.1777,86.2762,2713.7198
02 BCN,006 San Quintín,Pasto cultivado,Pasto cultivado,4.0,4.0,905.95,1.0,8.0,1.0,900.0,0.0,0.0,3.0,5.95,1.0,8.0
02 BCN,006 San Quintín,Uva,Uva,,,0.015,0.005,0.0286,,0.0,0.0,0.0,,0.015,0.005,0.0286
02 BCN,007 San Felipe,,San Felipe,23.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
03 BCS,,,Baja California Sur,4606.0,1352.0,17922.1209,16172.6483,,3.0,10.895,0.8443,,1313.0,17911.2259,16171.804,
03 BCS,,Perennes,Perennes,,,,,,,,,,,,,
03 BCS,,Aguacate,Aguacate,82.0,81.0,83.1893,65.081,238.2077,0.0,0.0,0.0,0.0,81.0,83.1893,65.081,238.2077
03 BCS,,Alfalfa,Alfalfa,457.0,457.0,4165.2281,4101.8124,697388.6022,0.0,0.0,0.0,0.0,457.0,4165.2281,4101.8124,697388.6022
03 BCS,,Café,Café,,,2.5,2.5,0.612,,0.0,0.0,0.0,,2.5,2.5,0.612
03 BCS,,Caña de azúcar,Caña de azúcar,17.0,17.0,6.5165,6.5165,280.232,0.0,0.0,0.0,0.0,17.0,6.5165,6.5165,280.232
03 BCS,,Coco,Coco,7.0,7.0,6.75,5.5,95.8,0.0,0.0,0.0,0.0,7.0,6.75,5.5,95.8
03 BCS,,Espárrago,Espárrago,104.0,104.0,8374.9576,7349.7127,57377.0707,0.0,0.0,0.0,0.0,104.0,8374.9576,7349.7127,57377.0707
03 BCS,,Fresa,Fresa,17.0,16.0,531.21,531.21,25811.3133,0.0,0.0,0.0,0.0,16.0,531.21,531.21,25811.3133
03 BCS,,Guayaba,Guayaba,41.0,40.0,139.9444,35.4046,27.4116,0.0,0.0,0.0,0.0,40.0,139.9444,35.4046,27.4116
03 BCS,,Limón,Limón,50.0,50.0,175.3687,116.1927,799.7107,0.0,0.0,0.0,0.0,50.0,175.3687,116.1927,799.7107
03 BCS,,Mango,Mango,385.0,384.0,919.2808,837.463,5643.1879,0.0,0.0,0.0,0.0,384.0,919.2808,837.463,5643.1879
03 BCS,,Manzana,Manzana,,,0.75,0.5,0.16,,0.0,0.0,0.0,,0.75,0.5,0.16
03 BCS,,Naranja,Naranja,209.0,209.0,2387.315,2253.4624,40216.2292,0.0,0.0,0.0,0.0,209.0,2387.315,2253.4624,40216.2292
03 BCS,,Nopal verdura,Nopal verdura,11.0,11.0,22.89,22.625,2505.13,0.0,0.0,0.0,0.0,11.0,22.89,22.625,2505.13
03 BCS,,Nuez,Nuez,,,2.0,1.0,1.0,,0.0,0.0,0.0,,2.0,1.0,1.0
03 BCS,,Papaya,Papaya,12.0,11.0,4.169,2.919,45.0633,0.0,0.0,0.0,0.0,11.0,4.169,2.919,45.0633
03 BCS,,Pasto cultivado,Pasto cultivado,23.0,23.0,136.9589,43.4089,434.698,1.0,10.0,0.0,0.0,22.0,126.9589,43.4089,434.698
03 BCS,,Plátano,Plátano,11.0,11.0,14.6905,14.0095,472.1203,0.0,0.0,0.0,0.0,11.0,14.6905,14.0095,472.1203
03 BCS,,Uva,Uva,14.0,13.0,35.039,35.039,135.078,0.0,0.0,0.0,0.0,13.0,35.039,35.039,135.078
03 BCS,001 Comondú,,Comondú,1253.0,554.0,14398.2929,13128.2619,,2.0,0.895,0.8443,,550.0,14397.3979,13127.4176,
03 BCS,001 Comondú,Perennes,Perennes,,,,,,,,,,,,,
03 BCS,001 Comondú,Aguacate,Aguacate,10.0,9.0,6.5666,6.2156,26.4777,0.0,0.0,0.0,0.0,9.0,6.5666,6.2156,26.4777
03 BCS,001 Comondú,Alfalfa,Alfalfa,359.0,359.0,3801.9643,3745.9995,643488.7816,0.0,0.0,0.0,0.0,359.0,3801.9643,3745.9995,643488.7816
03 BCS,001 Comondú,Caña de azúcar,Caña de azúcar,3.0,3.0,1.765,1.765,86.5019,0.0,0.0,0.0,0.0,3.0,1.765,1.765,86.5019
03 BCS,001 Comondú,Espárrago,Espárrago,98.0,98.0,8192.4576,7229.7548,56431.8024,0.0,0.0,0.0,0.0,98.0,8192.4576,7229.7548,56431.8024
03 BCS,001 Comondú,Guayaba,Guayaba,4.0,4.0,0.6604,0.5004,0.752,0.0,0.0,0.0,0.0,4.0,0.6604,0.5004,0.752
03 BCS,001 Comondú,Limón,Limón,12.0,12.0,125.0009,104.0009,771.8306,0.0,0.0,0.0,0.0,12.0,125.0009,104.0009,771.8306
03 BCS,001 Comondú,Mango,Mango,,,3.6311,3.0311,21.7641,,0.0,0.0,0.0,,3.6311,3.0311,21.7641
03 BCS,001 Comondú,Manzana,Manzana,,,0.25,0.0,0.0,,0.0,0.0,0.0,,0.25,0.0,0.0
03 BCS,001 Comondú,Naranja,Naranja,74.0,74.0,1937.7195,1830.1007,37614.4726,0.0,0.0,0.0,0.0,74.0,1937.7195,1830.1007,37614.4726
03 BCS,001 Comondú,Nopal verdura,Nopal verdura,3.0,3.0,16.5,16.5,2460.25,0.0,0.0,0.0,0.0,3.0,16.5,16.5,2460.25
03 BCS,001 Comondú,Pasto cultivado,Pasto cultivado,5.0,5.0,65.0,6.0,99.06,0.0,0.0,0.0,0.0,5.0,65.0,6.0,99.06
03 BCS,001 Comondú,Plátano,Plátano,,,0.1,0.0,0.0,,0.0,0.0,0.0,,0.1,0.0,0.0
03 BCS,001 Comondú,Uva,Uva,3.0,3.0,12.529,12.529,54.578,0.0,0.0,0.0,0.0,3.0,12.529,12.529,54.578
03 BCS,002 Mulegé,,Mulegé,723.0,272.0,1572.5807,1439.9404,,0.0,0.0,0.0,,269.0,1572.5807,1439.9404,
03 BCS,002 Mulegé,Perennes,Perennes,,,,,,,,,,,,,
03 BCS,002 Mulegé,Aguacate,Aguacate,3.0,3.0,1.303,1.3,1.05,0.0,0.0,0.0,0.0,3.0,1.303,1.3,1.05
03 BCS,002 Mulegé,Alfalfa,Alfalfa,59.0,59.0,230.49,223.0391,33271.3953,0.0,0.0,0.0,0.0,59.0,230.49,223.0391,33271.3953
03 BCS,002 Mulegé,Caña de azúcar,Caña de azúcar,3.0,3.0,2.0,2.0,27.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,27.0
03 BCS,002 Mulegé,Fresa,Fresa,7.0,7.0,512.22,512.22,25267.8126,0.0,0.0,0.0,0.0,7.0,512.22,512.22,25267.8126
03 BCS,002 Mulegé,Guayaba,Guayaba,6.0,6.0,101.3825,1.3825,6.9816,0.0,0.0,0.0,0.0,6.0,101.3825,1.3825,6.9816
03 BCS,002 Mulegé,Limón,Limón,8.0,8.0,5.635,4.125,18.36,0.0,0.0,0.0,0.0,8.0,5.635,4.125,18.36
03 BCS,002 Mulegé,Mango,Mango,21.0,21.0,26.1625,26.1325,128.1308,0.0,0.0,0.0,0.0,21.0,26.1625,26.1325,128.1308
03 BCS,002 Mulegé,Manzana,Manzana,,,0.5,0.5,0.16,,0.0,0.0,0.0,,0.5,0.5,0.16
03 BCS,002 Mulegé,Naranja,Naranja,99.0,99.0,377.1302,369.0688,1874.2405,0.0,0.0,0.0,0.0,99.0,377.1302,369.0688,1874.2405
03 BCS,002 Mulegé,Nopal verdura,Nopal verdura,,,0.265,0.25,1.0,,0.0,0.0,0.0,,0.265,0.25,1.0
03 BCS,002 Mulegé,Nuez,Nuez,,,2.0,1.0,1.0,,0.0,0.0,0.0,,2.0,1.0,1.0
03 BCS,002 Mulegé,Papaya,Papaya,,,2.0,1.0,6.0,,0.0,0.0,0.0,,2.0,1.0,6.0
03 BCS,002 Mulegé,Uva,Uva,5.0,5.0,4.66,4.66,4.1,0.0,0.0,0.0,0.0,5.0,4.66,4.66,4.1
03 BCS,003 La Paz,,La Paz,1599.0,208.0,909.641,671.1463,,1.0,10.0,0.0,,181.0,899.641,671.1463,
03 BCS,003 La Paz,Perennes,Perennes,,,,,,,,,,,,,
03 BCS,003 La Paz,Aguacate,Aguacate,29.0,29.0,41.282,33.902,102.9881,0.0,0.0,0.0,0.0,29.0,41.282,33.902,102.9881
03 BCS,003 La Paz,Alfalfa,Alfalfa,34.0,34.0,127.6938,127.6938,19907.5501,0.0,0.0,0.0,0.0,34.0,127.6938,127.6938,19907.5501
03 BCS,003 La Paz,Café,Café,,,2.5,2.5,0.612,,0.0,0.0,0.0,,2.5,2.5,0.612
03 BCS,003 La Paz,Caña de azúcar,Caña de azúcar,4.0,4.0,1.108,1.108,47.0,0.0,0.0,0.0,0.0,4.0,1.108,1.108,47.0
03 BCS,003 La Paz,Coco,Coco,3.0,3.0,5.0,4.75,90.3,0.0,0.0,0.0,0.0,3.0,5.0,4.75,90.3
03 BCS,003 La Paz,Espárrago,Espárrago,,,92.5,40.5,319.14,,0.0,0.0,0.0,,92.5,40.5,319.14
03 BCS,003 La Paz,Fresa,Fresa,7.0,6.0,15.06,15.06,541.2007,0.0,0.0,0.0,0.0,6.0,15.06,15.06,541.2007
03 BCS,003 La Paz,Guayaba,Guayaba,26.0,25.0,36.8315,32.6315,15.7347,0.0,0.0,0.0,0.0,25.0,36.8315,32.6315,15.7347
03 BCS,003 La Paz,Limón,Limón,18.0,18.0,10.95,5.684,6.855,0.0,0.0,0.0,0.0,18.0,10.95,5.684,6.855
03 BCS,003 La Paz,Mango,Mango,70.0,69.0,178.49,141.69,953.5218,0.0,0.0,0.0,0.0,69.0,178.49,141.69,953.5218
03 BCS,003 La Paz,Naranja,Naranja,26.0,26.0,65.0015,49.1027,663.562,0.0,0.0,0.0,0.0,26.0,65.0015,49.1027,663.562
03 BCS,003 La Paz,Nopal verdura,Nopal verdura,3.0,3.0,2.375,2.375,6.78,0.0,0.0,0.0,0.0,3.0,2.375,2.375,6.78
03 BCS,003 La Paz,Papaya,Papaya,,,2.069,1.819,34.7353,,0.0,0.0,0.0,,2.069,1.819,34.7353
03 BCS,003 La Paz,Pasto cultivado,Pasto cultivado,14.0,14.0,46.568,12.018,170.1824,1.0,10.0,0.0,0.0,13.0,36.568,12.018,170.1824
03 BCS,003 La Paz,Plátano,Plátano,5.0,5.0,6.5315,6.0015,155.78,0.0,0.0,0.0,0.0,5.0,6.5315,6.0015,155.78
03 BCS,003 La Paz,Uva,Uva,6.0,5.0,17.85,17.85,76.4,0.0,0.0,0.0,0.0,5.0,17.85,17.85,76.4
03 BCS,008 Los Cabos,,Los Cabos,934.0,308.0,857.2263,759.4618,,0.0,0.0,0.0,,304.0,857.2263,759.4618,
03 BCS,008 Los Cabos,Perennes,Perennes,,,,,,,,,,,,,
03 BCS,008 Los Cabos,Aguacate,Aguacate,40.0,40.0,34.0377,23.6634,107.6919,0.0,0.0,0.0,0.0,40.0,34.0377,23.6634,107.6919
03 BCS,008 Los Cabos,Alfalfa,Alfalfa,,,3.0,3.0,529.32,,0.0,0.0,0.0,,3.0,3.0,529.32
03 BCS,008 Los Cabos,Caña de azúcar,Caña de azúcar,7.0,7.0,1.6435,1.6435,119.7301,0.0,0.0,0.0,0.0,7.0,1.6435,1.6435,119.7301
03 BCS,008 Los Cabos,Coco,Coco,4.0,4.0,1.75,0.75,5.5,0.0,0.0,0.0,0.0,4.0,1.75,0.75,5.5
03 BCS,008 Los Cabos,Fresa,Fresa,3.0,3.0,3.93,3.93,2.3,0.0,0.0,0.0,0.0,3.0,3.93,3.93,2.3
03 BCS,008 Los Cabos,Guayaba,Guayaba,5.0,5.0,1.07,0.8902,3.9433,0.0,0.0,0.0,0.0,5.0,1.07,0.8902,3.9433
03 BCS,008 Los Cabos,Limón,Limón,12.0,12.0,33.7828,2.3828,2.6651,0.0,0.0,0.0,0.0,12.0,33.7828,2.3828,2.6651
03 BCS,008 Los Cabos,Mango,Mango,288.0,288.0,710.6972,666.3094,4536.7712,0.0,0.0,0.0,0.0,288.0,710.6972,666.3094,4536.7712
03 BCS,008 Los Cabos,Naranja,Naranja,,,6.9638,4.6902,63.7541,,0.0,0.0,0.0,,6.9638,4.6902,63.7541
03 BCS,008 Los Cabos,Nopal verdura,Nopal verdura,,,3.75,3.5,37.1,,0.0,0.0,0.0,,3.75,3.5,37.1
03 BCS,008 Los Cabos,Papaya,Papaya,,,0.1,0.1,4.328,,0.0,0.0,0.0,,0.1,0.1,4.328
03 BCS,008 Los Cabos,Pasto cultivado,Pasto cultivado,4.0,4.0,25.3909,25.3909,165.4556,0.0,0.0,0.0,0.0,4.0,25.3909,25.3909,165.4556
03 BCS,008 Los Cabos,Plátano,Plátano,,,8.059,8.008,316.3403,,0.0,0.0,0.0,,8.059,8.008,316.3403
03 BCS,009 Loreto,,Loreto,97.0,10.0,184.38,173.8379,,0.0,0.0,0.0,,9.0,184.38,173.8379,
03 BCS,009 Loreto,Perennes,Perennes,,,,,,,,,,,,,
03 BCS,009 Loreto,Alfalfa,Alfalfa,,,2.08,2.08,191.5552,,0.0,0.0,0.0,,2.08,2.08,191.5552
03 BCS,009 Loreto,Espárrago,Espárrago,,,90.0,79.4579,626.1283,,0.0,0.0,0.0,,90.0,79.4579,626.1283
03 BCS,009 Loreto,Mango,Mango,,,0.3,0.3,3.0,,0.0,0.0,0.0,,0.3,0.3,3.0
03 BCS,009 Loreto,Naranja,Naranja,,,0.5,0.5,0.2,,0.0,0.0,0.0,,0.5,0.5,0.2
04 CAM,,,Campeche,53018.0,17557.0,146893.4343,65984.0334,,16757.0,131638.1538,53156.9871,,1007.0,15255.2805,12827.0463,
04 CAM,,Perennes,Perennes,,,,,,,,,,,,,
04 CAM,,Agave,Agave,13.0,13.0,4.2758,0.0,0.0,11.0,4.0558,0.0,0.0,2.0,0.22,0.0,0.0
04 CAM,,Aguacate,Aguacate,4225.0,4216.0,2583.5974,382.4942,2024.181,4038.0,2486.9283,324.2376,1493.4241,178.0,96.6691,58.2566,530.7569
04 CAM,,Alfalfa,Alfalfa,,,250.0,250.0,12922.5,,250.0,250.0,12922.5,,0.0,0.0,0.0
04 CAM,,Cacao,Cacao,58.0,58.0,26.5459,1.6441,0.9892,58.0,26.5459,1.6441,0.9892,0.0,0.0,0.0,0.0
04 CAM,,Café,Café,32.0,31.0,13.1397,1.19,0.15,31.0,13.1397,1.19,0.15,0.0,0.0,0.0,0.0
04 CAM,,Caña de azúcar,Caña de azúcar,2510.0,2510.0,24686.653,23725.8746,1341821.6993,2478.0,22064.6095,21118.8311,1222468.2419,42.0,2622.0435,2607.0435,119353.4574
04 CAM,,Coco,Coco,1553.0,1551.0,1138.2454,294.8021,961.7646,1487.0,1085.7108,262.6246,753.0012,64.0,52.5346,32.1775,208.7634
04 CAM,,Guayaba,Guayaba,1545.0,1537.0,898.5622,76.3602,92.8048,1486.0,883.8198,73.8343,73.5808,51.0,14.7424,2.5259,19.224
04 CAM,,Limón,Limón,6855.0,6842.0,6717.2842,2042.1438,13836.3971,6190.0,5933.009,1548.3965,9508.8864,660.0,784.2752,493.7473,4327.5107
04 CAM,,Mango,Mango,4265.0,4255.0,3765.4755,1335.4292,12633.3689,4000.0,2871.5282,633.525,2096.3641,256.0,893.9473,701.9042,10537.0048
04 CAM,,Naranja,Naranja,7582.0,7558.0,7095.8671,1255.4033,8461.2032,7161.0,6664.9519,970.5827,6141.6405,416.0,430.9152,284.8206,2319.5627
04 CAM,,Nopal verdura,Nopal verdura,294.0,293.0,186.9027,38.522,218.8508,293.0,186.9027,38.522,218.8508,0.0,0.0,0.0,0.0
04 CAM,,Nuez,Nuez,742.0,739.0,428.7645,86.4288,83.5666,699.0,407.5919,72.3287,69.7082,41.0,21.1726,14.1001,13.8584
04 CAM,,Papaya,Papaya,396.0,394.0,603.2619,375.5645,16179.2028,325.0,262.9141,88.4267,644.8719,69.0,340.3478,287.1378,15534.3309
04 CAM,,Pasto cultivado,Pasto cultivado,1208.0,1207.0,33293.8348,8035.6131,91320.7946,1173.0,32851.8058,7777.5736,84380.4382,67.0,442.029,258.0395,6940.3564
04 CAM,,Piña,Piña,885.0,884.0,650.8654,174.382,5942.115,874.0,569.9548,143.8012,5439.7327,10.0,80.9106,30.5808,502.3823
04 CAM,,Plátano,Plátano,2218.0,2218.0,1768.357,612.0862,7303.4143,2147.0,1519.7471,478.4632,6681.8954,72.0,248.6099,133.623,621.5189
04 CAM,001 Calkiní,,Calkiní,1605.0,408.0,2083.621,749.708,,292.0,1837.1652,695.5474,,168.0,246.4558,54.1606,
04 CAM,001 Calkiní,Perennes,Perennes,,,,,,,,,,,,,
04 CAM,001 Calkiní,Aguacate,Aguacate,90.0,90.0,42.6308,12.2034,54.9128,40.0,35.6,9.5834,54.395,50.0,7.0308,2.62,0.5178
04 CAM,001 Calkiní,Coco,Coco,20.0,20.0,3.378,0.31,0.7327,11.0,3.073,0.306,0.7042,9.0,0.305,0.004,0.0285
04 CAM,001 Calkiní,Guayaba,Guayaba,57.0,57.0,36.5676,0.0,0.0,22.0,26.9416,0.0,0.0,35.0,9.626,0.0,0.0
04 CAM,001 Calkiní,Limón,Limón,171.0,171.0,94.1974,30.4627,171.4844,67.0,68.3772,25.6763,166.4904,104.0,25.8202,4.7864,4.994
04 CAM,001 Calkiní,Mango,Mango,152.0,152.0,113.6109,34.3325,192.6042,85.0,104.6041,32.9505,182.4577,67.0,9.0068,1.382,10.1465
04 CAM,001 Calkiní,Naranja,Naranja,181.0,181.0,106.4561,10.4324,37.0037,83.0,89.6889,4.5894,31.6578,100.0,16.7672,5.843,5.3459
04 CAM,001 Calkiní,Nuez,Nuez,,,0.012,0.0,0.0,,0.012,0.0,0.0,,0.0,0.0,0.0
04 CAM,001 Calkiní,Papaya,Papaya,20.0,20.0,28.4066,4.42,103.9312,10.0,14.6816,2.5,0.04,10.0,13.725,1.92,103.8912
04 CAM,001 Calkiní,Pasto cultivado,Pasto cultivado,126.0,126.0,843.475,533.485,3387.1803,107.0,813.535,515.485,3210.8676,44.0,29.94,18.0,176.3127
04 CAM,001 Calkiní,Piña,Piña,,,3.6,1.0,1.0,,3.6,1.0,1.0,,0.0,0.0,0.0
04 CAM,001 Calkiní,Plátano,Plátano,40.0,40.0,32.1,1.019,41.5096,29.0,30.156,0.016,1.5,12.0,1.944,1.003,40.0096
04 CAM,002 Campeche,,Campeche,5709.0,1302.0,17123.1119,6992.4425,,858.0,14330.6042,5015.3553,,498.0,2792.5077,1977.0872,
